content,date,title
"SURYA.co.id, - Berikut Lima Fakta Kemenangan Persebaya Surabaya Lawan Bali United, Marselino Ferdinan moncer, kado ultah untuk penggawa Bajol Ijo. Persebaya Surabaya mengawali tahun 2022 dengan kemenangan melawan Bali United di Stadion I Gusti Ngurah Rai, Bali, Rabu (6/1/2022).Taisei Marukawa Cs berhasil menang dengan skor meyakinkan yaitu 3-1.Persebaya berhasil mencetak tiga gol lewat Samsul Arif (4'), Bruno Moreira (64') dan Marselino Ferdinan (74').Sementara Bali United hanya mampu membalas lewat satu gol yang dicetak oleh Eber Bessa (14').Dari kemenangan tersebut, apa saja fakta-fakta menarik dibaliknya? Berikut SURYA.co.id merangkumnya.1. Marselino Ferdinan MoncerBintang Muda Persebaya Surabaya, Marselino Ferdinan tampil moncer saat laga Persebaya vs Bali United.Penampilan apiknya sepanjang laga ditandai dengan umpan-umpan akurat ke lini pertahanan lawan.Tak hanya itu, pemain berusia 17 tahun itu berhasil mencetak 1 gol dan 1 assist di laga tersebut.Ia mencatatkan assist saat berhasil memberikan umpan terobosan yang mampu dieksekusi dengan sempurna oleh Samsul Arif menjadi sebuah gol di menit ke-5.Kemudian golnya ia cetak di menit ke-74, menyambar umpan matang dari M Hidayat.Penampilan moncer ini seakan menjawab tuntas motivasinya sebelum laga.Sebelumnya, Marselino sempat menyebutkan bahwa ia mempunyai motivasi khusus untuk tampil apik di laga melawan Bali United.","K|a|m|i|s|,| |6| |J|a|n|u|a|r|i| |2|0|2|2| |1|2|:|3|3",L|i|m|a| |F|a|k|t|a| |K|e|m|e|n|a|n|g|a|n| |P|e|r|s|e|b|a|y|a| |S|u|r|a|b|a|y|a| |L|a|w|a|n| |B|a|l|i| |U|n|i|t|e|d|:| |M|a|r|s|e|l|i|n|o| |M|o|n|c|e|r| |H|i|n|g|g|a| |K|a|d|o| |U|l|a|n|g| |T|a|h|u|n
"SURYA.CO.ID, SURABAYA - Mengawali tahun 2022, Universitas Nahdlatul Ulama Surabaya (Unusa) mengukuhkan tiga guru besar.Tiga guru besar ini sebelumnya merupakan guru besar yang purna tugas di kampus lain. Kemudian mereka dikukuhkan kembali sebagai guru besar di Unusa dengan Nomor Induk Dosen Khusus (NIDK).Peraturan mengenai NIDK sendiri dituangkan dalam Peraturan Menteri Riset, Teknologi, dan Pendidikan Tinggi Nomor 2 Tahun 2016 tentang Perubahan Atas Peraturan Menteri Riset, Teknologi, dan Pendidikan Tinggi nomor 26 Tahun 2015 tentang Registrasi Pendidik pada Perguruan Tinggi.Dalam aturan tersebut, dosen NIDK mendapatkan pengakuan yang sama dengan dosen pemilik Nomor Induk Dosen Nasional (NIDN).Rektor Unusa, Prof Dr Ir Achmad Jazidie MEng mengungkapkan, penambahan guru besar ini sebagai upaya penambahan SDM di Unusa. Sehingga bisa meningkatkan kualitas dan akreditasi Unusa.Pengukuhan beliau-beliau untuk meningkatkan kualitas pembelajaran sekaligus untuk mempersiapkan reakreditasi beberapa program studi yang direncanakan pada tahun 2022,"" ungkap Prof Jazidie, Kamis (6/1/2022).Tiga guru besar tersebut yaitu Guru Besar Bidang Patologi Klinik pada Fakultas Kesehatan Prof Dr Drs Suprapto Ma'at MS Apt, Guru Besar Bidang Pendidikan Biologi pada Fakultas Keguruan dan Ilmu Pendidikan Prof Dr Drs Muslimin Ibrahim MPd dan Guru Besar Bidang Pendidikan Matematika juga pada Fakultas Keguruan dan Ilmu Pendidikan Prof Dr Siti Maghfirotun Amin M Pd.Prof Ma’at dikukuhkan sebagai Guru Besar Bidang Patologi Klinik pada Fakultas Kesehatan Unusa, setelah memasuki usia pensiun di FK Universitas Airlangga.“Kini beliau memilih Unusa tempat berlabuh dan mengabdikan ilmu yang telah digelutinya selama ini. Di Unusa Prof Ma’at tercatat sebagai guru besar kedua di Unusa,” ungkapnya.Sementara dua guru besar lainnya, yakni Prof Muslimin dan Prof Amin juga guru besar yang telah memasuki usia pensiun di Universitas Negeri Surabaya (Unesa) dan juga memilih bergabung ke Unusa.“Prof Amin dikukuhkan kembali menjadi Guru Besar Bidang Pendidikan Matematika pada Fakultas Keguruan dan Ilmu Pendidikan, dan Prof Muslimin dikukuhkan menjadi Guru Besar Bidang Pendidikan Biologi juga pada Fakultas Keguruan dan Ilmu Pendidikan,” pungkas Prof Jazidie.","K|a|m|i|s|,| |6| |J|a|n|u|a|r|i| |2|0|2|2| |1|2|:|4|3","A|w|a|l|i| |2|0|2|2|,| |U|n|u|s|a| |K|u|k|u|h|k|a|n| |T|i|g|a| |G|u|r|u| |B|e|s|a|r| |S|e|b|a|g|a|i| |U|p|a|y|a| |P|e|n|a|m|b|a|h|a|n| |S|D|M"
"SURYA.co.id - Berikut profil dan biodata Sonny Widjaja dan Adam Rachmat, dua purnawirawan jenderal yang divonis 20 tahun penjara kasus korupsi PT Asuransi Sosial Angkatan Bersenjata Republik Indonesia ( ASABRI).Diketahui, Pembacaan vonis para terdakwa kasus korupsi Asabri berlangsung di Pengadilan Tindak Pidana Korupsi (Tipikor) Jakarta, Selasa (4/1/2022).Para terdakwa yang divonis adalah Sonny Widjaja, Adam Rachmat Damiri, Bachtiar Effendi, serta Hari Setianto.Sonny merupakan mantan Direktur Utama PT Asabri periode 2016-2020.Ia dijatuhi vonis penjara 20 tahun dan denda Rp 750 juta subsidair 6 bulan kurungan.Selain itu majelis hakim juga mengenakkan pidana denda padanya senilai Rp 64,5 miliar.Seperti dilansir dari Kompas.com dalam artikel 'Empat Terdakwa Asabri Divonis 15 dan 20 Tahun Penjara, Lebih Tinggi dari Tuntutan Jaksa'.Vonis penjara 20 tahun juga diberikan kepada Adam yang pernah menjabat sebagai Dirut PT Asabri periode 2012 sampai Maret 2016.“Menjatuhkan pidana penjara selama 20 tahun dan denda sebesar Rp 800 juta subsider 6 bulan kurungan,” tutur ketua majelis hakim IG Eko Purwanto.Adam turut dikenakan pidana pengganti senilai Rp 17,9 miliar.Vonis Sonny dan Adam diketahui lebih berat ketimbang tuntutan jaksa.Sebelumnya jaksa menuntut keduanya untuk dijatuhi pidana 10 tahun dengan denda Rp 750 juta.Lantas, seperti apa profil dan biodata kedua jenderal purnawirawan tersebut?1. Letjen TNI (Purn) Sonny Widjaja","K|a|m|i|s|,| |6| |J|a|n|u|a|r|i| |2|0|2|2| |1|2|:|5|0","B|i|o|d|a|t|a| |S|o|n|n|y| |W|i|d|j|a|j|a|-|A|d|a|m| |R|a|c|h|m|a|t|,| |P|u|r|n|a|w|i|r|a|w|a|n| |J|e|n|d|e|r|a|l| |y|a|n|g| |D|i|v|o|n|i|s| |2|0| |T|a|h|u|n| |P|e|n|j|a|r|a| |K|a|s|u|s| |A|s|a|b|r|i"
"Penampilan cemerlang Marselino ditunjukkan dengan bukti ia sempat berhasil memimpin daftar top scorer sementara Kualaifikasi Piala Asia U-16 2020.Profil Marselino FerdinanNama: Marselino FerdinanTanggal Lahir: 9 September 2004Tempat Lahir: JakartaProfesi Pemain: Sepak BolaPosisi: Gelandang SerangTinggi Badan 176 cmKlub Persebaya (2021 - saat ini)Instagram @marselinoferdinan10Debut Bersama Persebaya di BRI Liga 1 2021Marselino Ferdinan mencatatkan debut di ajang profesional bersama Persebaya Surabaya, tepatnya pada Liga 1 2021/2022.Pemain 17 tahun itu bermain untuk pertama kalinya bersama Persebaya saat Bajul Ijo mengalahkan Tira Persikabo dengan skor 3-1 (12/9/2021).Saat itu, Marselino Ferdinan masuk sebagai pemain pengganti pada menit ke-66 menggantikan Bruno Moreira.Dia pun menjadi pemain termuda yang mencatatkan debut di tim utama Persebaya dalam kompetisi resmi.Masuk 60 Pemain Muda Terbaik DuniaMarselino Ferdinan masuk dalam daftar Pemain Muda Terbaik Dunia 2021 versi The Guardian.Majalah asal tanah Britania itu melirik Marselino Ferdinan saat tampil bersama Persebaya Surabaya di BRI Liga 1 2021 lalu.""Setelah mencatatkan debut untuk Persebaya dua hari setelah ulang tahunnya yang ke-17, dan menjadi pemain termuda yang pernah tampil untuk klub, pelatih Aji Santoso mengatakan bahwa masa depan remaja ini akan bersinar selama dia bekerja keras,"" tulis The Guardian.""Si nomor 10, yang bisa bermain melebar, punya semua hal yang dibutuhkan - keseimbangan, kontrol bola, teknik - dan kepercayaan diri untuk menjadi bintang masa depan.""""Mungkin karena rasa sungkan sebagai pemain muda, Marselino beberapa kali tampil pelan saat harus membuat keputusan. Ini tentu perlu diperbaiki ke depannya,"" terang The Guardian.","K|a|m|i|s|,| |6| |J|a|n|u|a|r|i| |2|0|2|2| |0|9|:|0|6","B|i|o|d|a|t|a| |M|a|r|s|e|l|i|n|o| |F|e|r|d|i|n|a|n|:| |B|i|n|t|a|n|g| |M|u|d|a| |P|e|r|s|e|b|a|y|a| |S|u|r|a|b|a|y|a|,| |D|i|r|e|s|t|u|i| |A|j|i| |S|a|n|t|o|s|o| |k|e| |L|u|a|r| |N|e|g|e|r|i"
"SURYA.CO.ID, JEMBER - Kadar phosphat/fosfat di Sungai Bedadung Jember melebihi ambang normal baku mutu. Hal tersebut terungkap dari hasil penelitian terhadap sampel air di Sungai Bedadung yang dilakukan oleh Tim Ecoton (Ecological Observation & Wetland Conservation) yang dibantu E-Healthy (environmental health community) komunitas pecinta lingkungan Fakultas Kesehatan Masyarakat Universitas Jember.Tim Ecoton melakukan ekspedisi sungai di sejumlah sungai di Jawa Timur. Mulai 5 Januari hingga 7 Januari nanti, Tim Ecoton melakukan Ekspedisi Sungai Bedadung, sungai ikon Kabupaten Jember sekaligus salah satu DAS besar di Jember.Rabu (5/1/2022), Tim Ecoton dan E-Healthy memulai ekspedisi Sungai Bedadung di titik perbatasan Kelurahan Mangli, Kecamatan Kaliwates dan Desa Ajung, Kecamatan Ajung di Jl Otto Iskandardinata, Jember.Ada tiga titik lokasi pengambilan sampel air di tempat tersebut. Hasilnya menunjukkan, ada kandungan kimia dalam air sungai yang menunjukkan di atas baku mutu air, yakni phosphat/fosfat.Kadar fosfat air sungai di Indonesia harusnya tidak boleh lebih dari 0,02 ppm, namun di Sungai Bedadung di wilayah Ajung dan Mangli mencapai 0,4 ppm atau dua kali lipat dari baku mutu air kelas II sesuai PP 22/2021 Tentang Penyelenggaran Lingkungan Hidup.""Terlihat kandungan fosfatnya melebihi baku mutu air,"" ujar Peneliti Air Ecoton, Eka Chlara Budiarti.Selain meneliti baku mutu fosfat, tim juga meneliti kandungan nitrat, klorin, juga banyaknya timbulan sampah serta mikroplastik.Dari pengujian sampel di hari pertama, ada beberapa kandungan dalam air yang melebihi baku mutu yakni fosfat, klorin dan sampah.Kandungan fosfat mencapai 0,4 ppm, sedangkan klorin mencapai 0,30 mg/L padahal baku mutunya hanya 0,03 mg/L.""Untuk sampah juga di atas baku mutu, karena seharusnya nihil sampah. Namun kami temukan banyak sampah di sungai,"" tegas Chlara.Meski ada beberapa kandungan kimia di atas baku mutu, masih ada hal yang di bawah baku mutu yakni kandungan nitrat, nitrit, juga TDS (total dissolved solid). Sedangkan pH air sesuai dengan baku mutu yakni 6,43 mg/L, dan kadar baku mutunya adalah 6 - 9 mg/L.""Kali Bedadung sama dengan sungai-sungai di Pulau Jawa selalu dipenuhi sampah, terutama sampah plastik, 80 persen sampah yang terapung di Bedadung adalah jenis sampah tas kresek tak bermerek. Sedangkan untuk sampah saset jenis yang paling banyak dijumpai adalah bungkus makanan dan minuman,"" imbuh Chlara.Direktur Eksekutif Ecoton, Prigi Arisandi menambahkan, pihaknya juga meneliti kandungan mikroplastik di Sungai Bedadung. Tim telah mengambil sampel, dan nantinya akan diteliti di laboratorium Ecoton.""Apakah ada kandungan mikorplastiknya atau tidak. Meskipun indikatornya ada, karena kami menemukan pohon plastik di sekitar sungai, bahkan saat mengambil sampel juga ada sampah yang terapung-apung. Sampah plastik juga ditemukan di sekitar sungai,"" ujar Prigi.","K|a|m|i|s|,| |6| |J|a|n|u|a|r|i| |2|0|2|2| |0|9|:|1|8","H|a|s|i|l| |P|e|n|e|l|i|t|i|a|n| |T|i|m| |E|c|o|t|o|n|:| |K|a|d|a|r| |F|o|s|f|a|t|,| |K|l|o|r|i|n| |d|a|n| |S|a|m|p|a|h| |d|i| |S|u|n|g|a|i| |B|e|d|a|d|u|n|g| |J|e|m|b|e|r| |T|i|d|a|k| |W|a|j|a|r"
"SURYA.co.id - Akhirnya terkuak persenjataan milik Ahmad Gazali alias Ahmad Panjang, teroris Mujahidin Indonesia Timur (MIT) Poso yang ditembak mati Satgas Madago Raya.Anak buah Ali Kalora itu ternyata membawa sebuah bom.Selain itu ada juga bubuk mesiu dan peralatan lainnya untuk bertahan hidup di hutan.Diketahui, Ahmad Gazali merupakan satu dari empat kelompok MIT Poso yang masuk daftar pencarian orang (DPO) Polri.Ahmad Gazali, tewas dalam kontak senjata yang terjadi di lokasi bendungan Dusun Uempasa, Desa Dolago, Kecamatan Parigi Selatan, Kabupaten Parigi Moutong, Poso, Sulawesi Tengah.Wakasatgas Humas Satgas Madago Raya AKBP Bronto Budiyono menjelaskan, selain bom dan bubuk mesiu, tim juga mengamankan perbekalan DPO Ahmad Gazali untuk hidup di pendalaman Parigi Selatan, Parigi Moutong, Poso, Sulawesi Tengah.Seperti dua pasang baju, satu pasang celana panjang, satu jaket, satu parang, satu kaos kaki, satu terpal besar, satu terpal kecil, satu buah panci.Kemudian, satu hammok, satu senter kepala, 13 baterai besar, dua baterai kecil, dua bungkus garam, tiga bungkus penyedap rasa, satu bungkus kopi, satu kantong beras, dua gelas plastik, satu wadah plastik, satu tali tambang, satu ransel.Satu selimut, satu centong, satu jam tangan, satu sendok makan, satu obat luka, satu gunting, satu plester luka, satu gergaji, satu tongkat, satu benang jahit, satu telepon genggam.""Obat-obatan, tiga korek, satu cermin, satu kikir, satu lampu lilin, uang sejumlah Rp202.200, chestrig, satu botol bubuk mesiu dan satu buah bom,"" ujar Bronto dalam keterangan tertulisnya, Selasa (4/1).Melansir dari Kompas TV dalam artikel 'Satgas Madago Raya Temukan Bom dan Bubuk Mesiu dari Teroris MIT Poso yang Tewas saat Kontak Tembak'.Bronto menjelaskan sebelum kontak tembak, Satgas Madago Raya saat itu sedang melakukan operasi dan mendeteksi kehadiran kelompok MIT Poso di sebuah semak di Desa Dolago, Parigi Selatan.Menurut Brunto, pelaku sempat melakukan perlawanan sehingga menimbulkan kontak tembak.""Pada hari Selasa, 4 Januari 2022 sekitar pukul 10.30 WITA telah terjadi kontak di wilayah Dolago Parigi, kontak senjata antara tim Sogili dengan kelompok MIT yang mengakibatkan 1 DPO tewas atas nama Ahmad Gazali alias Ahmad Panjang,"" ujarnya.","K|a|m|i|s|,| |6| |J|a|n|u|a|r|i| |2|0|2|2| |1|2|:|5|9","A|D|A| |B|O|M| |D|A|N| |M|E|S|I|U|,| |i|n|i| |P|e|r|s|e|n|j|a|t|a|a|n| |A|h|m|a|d| |P|a|n|j|a|n|g| |T|e|r|o|r|i|s| |M|I|T| |P|o|s|o| |y|a|n|g| |D|i|t|e|m|b|a|k| |S|a|t|g|a|s| |M|a|d|a|g|o| |R|a|y|a"
"SURYA.CO.ID, KEDIRI - Anggota Satresnarkoba Polres Kediri Kota mengamankan MR (26), karena menyimpan 2.900 butir pil dobel L. Tersangka diamankan di rumah kontrakan di Mojoroto, Kota Kediri.Kasi Humas Polres Kediri Kota, Iptu Henry Mudi menjelaskan, MR diamankan setelah petugas Satresnarkoba Polres Kediri Kota mendapatkan informasi adanya peredaran obat keras jenis pil dobel L yang diduga dilakukan MR.Transaksi obat keras jenis daftar G tersebut biasanya diedarkan di wilayah Kelurahan Tamanan, Kecamatan Mojoroto.""Petugas Satresnarkoba mendapat informasi atas dugaan peredaran obat keras pil dobel L yang dilakukan oleh tersangka,"" ungkap Iptu Henry, Kamis (6/1/2022).Setelah dilakukan penyelidikan ternyata benar informasi tersebut, selanjutnya dilakukan upaya paksa mengamankan tersangka MR.Selain itu petugas juga mengamankan beberapa barang bukti terkait peredaran obat keras yang dilakukan oleh MR.Di antaranya 2.900 butir pil dobel L terdiri dari 2 bungkus plastik @ isi 1.000 butir pil dobel L dan 9 bungkus plastik klip @ isi 100 butir pil dobel L.Selain itu juga diamankan 2 botol plastik kosong untuk menyimpan pil dobel L, satu pak plastik bening untuk mengemas pil dobel L, satu unit plastik sealer dan satu unit HP.Tersangka bakal dijerat dengan pasal 197 sub 196 UU RI No 36 tahun 2009 tentang Kesehatan dengan ancaman hukuman pidana penjara maksimal 10 tahun dan denda paling banyak Rp 1 miliar.","K|a|m|i|s|,| |6| |J|a|n|u|a|r|i| |2|0|2|2| |1|3|:|0|3","G|e|r|e|b|e|k| |R|u|m|a|h| |K|o|n|t|r|a|k|a|n|,| |P|o|l|i|s|i| |d|i| |K|e|d|i|r|i| |T|e|m|u|k|a|n| |2|.|9|0|0| |B|u|t|i|r| |P|i|l| |D|o|b|e|l| |L|,| |S|a|t|u| |T|e|r|s|a|n|g|k|a| |D|i|a|m|a|n|k|a|n"
"SURYA.CO.ID, SIDOARJO – Pandemi Covid-19 benar-benar memukul semua sektor usaha, termasuk usaha yang digeluti para wanita atau ibu-ibu yang tergabung dalam Iwapi (Ikatan Wanita Pengusaha Indonesia) Sidoarjo.Meski demikian, para wanita itu tetap tidak mau menyerah. Sebagai pelaku usaha, mereka terus berusaha untuk melakukan terobosan-terobosan agar tetap survive di masa pandemi. Utamanya di era new normal seperti sekarang ini.“Kami terus mengajak ibu-ibu untuk tetap eksis dengan mamanfaatkan pemasaran online, bermain di medos, market place dan sebagainya,” kata Hj Sofiyah, Ketua Iwapi Sidoarjo usai pelantikan pengurus DPC Iwapi Sidoarjo, Kamis (6/1/2022).Selain itu, selama pandemi dan memasuki new normal ini Iwapi juga terus bergerak menggelar sejumlah kegiatan untuk mendorong eksistensi para anggotanya. Seperti menggelar bazar, pameran UMKM dan sejumlah upaya promosi lain.“Memang belum bisa berjalan kencang, karena kondisi sedang seperti ini. Tapi setidaknya teman-teman harus tetap eksis,” lanjut wanita yang bergerak di bidang usaha konstruksi tersebut.Dorongan lain yang diberikan adalah dengan menggelar pelatihan. Seperti pelatihan packaging agar kemasan produk lebih menarik, pelatihan marketing hingga pelatihan di bidang market place bersama Shopee, Blibli dan sebagainya.Sofi yang baru dilantik menjadi Ketua DPC Iwapi Sidoarjo periode keduanya ini juga mengaku, terus berkordinasi dengan berjalan bersama sejumlah instansi untuk mendorong kemajuan para perempuan pelaku usaha Sidoarjo.Mulai kerja sama dengan para sejumlah dinas di lingkungan Pemkab Sidoarjo, bersama Iwapi Jawa Timur dan Iwapi daerah lain. Ketika semua saling bersinergi, diyakini kinerja para wanita pelaku usaha itu bakal terus tumbuh positif.","K|a|m|i|s|,| |6| |J|a|n|u|a|r|i| |2|0|2|2| |1|3|:|0|9",B|e|g|i|n|i| |C|a|r|a| |I|b|u|-|i|b|u| |P|e|n|g|u|s|a|h|a| |d|i| |S|i|d|o|a|r|j|o| |u|n|t|u|k| |B|e|r|t|a|h|a|n| |d|i| |T|e|n|g|a|h| |P|a|n|d|e|m|i
"SURYA.co.id - Iklan jual mobil bekas Surabaya hari ini, Kamis (6/1/2022), menawarkan beragam merek mobil bekas.Selain itu, ada pula beberapa tips membeli mobil bekas juga bisa disimak di akhir artikel ini.Berikut ulasannya merangkum dari Koran Harian Surya.1. TOYOTA Rush- DIJUAL RUSH AT.TRD S Th 2018- Warna Putih, Barang Istimewa, Km Sedikit- Hub : 0813573067772. DAIHATSU Grand Max- Jual GRAND MAX Box 1.5 Tahun 2021- Daerah Kureksari Jln.Anggrek no.15- HP.081357241447Tips Beli Mobil BekasBagi anda yang akan membeli mobil bekas, ada baiknya mengetahui tips mengenali bekas-bekas mobil kecelakaan.OtoSpector, penyedia jasa pemeriksaan mobil bekas, memberikan tips itu. CEO OtoSpector, Jeffrey Andika mengatakan ada beberapa poin yang perlu dilihat untuk menilai apakah mobil tersebut bekas kecelakaan atau tidak.","K|a|m|i|s|,| |6| |J|a|n|u|a|r|i| |2|0|2|2| |1|3|:|1|0",I|k|l|a|n| |J|u|a|l| |M|o|b|i|l| |B|e|k|a|s| |S|u|r|a|b|a|y|a| |6| |J|a|n|u|a|r|i| |2|0|2|2| |d|a|n| |T|i|p|s| |A|m|a|n| |B|e|l|i| |M|o|b|i|l| |B|e|k|a|s
"SURYA.CO.ID, GRESIK - Keberadaan ular piton kerap keliaran di Jalan Malang RT 01/RW 05 Perumahan GKB Yosowilangun, Kabupaten Gresik, diamankan. Warga menarik ular dari gorong-gorong, Kamis (6/1/2022) pagi.Di musim penghujan, kemunculan ular piton meresahkan warga setempat. Empat orang menarik ular yang memiliki panjang 3 meter tersebut.""Sudah sering keliaran di perumahan,"" kata Chrismansyah, warga setempat.Warga sempat was-was, karena kerap melihat keberadaan ular piton dengan panjang 3 meter. Berhasil diamankan, ular dimasukkan ke dalam karung.Petugas dari Pemadam Kebakaran (Damkar) ikut membantu mengevakuasi ular piton dan membawa keluar dari area pemukiman.""Ular berasal dari belakang perumahan dan ditemukan oleh warga di selokan,"" kata Kasi Pemadam Kebakaran Gresik, Eka Prapangasta.","K|a|m|i|s|,| |6| |J|a|n|u|a|r|i| |2|0|2|2| |1|3|:|2|0","K|e|r|a|p| |K|e|l|i|a|r|a|n| |d|i| |P|e|r|u|m|a|h|a|n| |G|K|B|,| |U|l|a|r| |P|i|t|o|n| |S|e|p|a|n|j|a|n|g| |3| |M|e|t|e|r| |D|i|a|m|a|n|k|a|n| |W|a|r|g|a| |D|i|b|a|n|t|u| |P|e|t|u|g|a|s| |D|a|m|k|a|r"
"Terlahir dari keluarga petani tak menyurutkan tekad Matelda untuk bercita-cita tinggi.Alumni SMA Negeri I Kaimana itu mengaku ingin sukses berkarier di TNI.Pertemuannya dengan Dudung menambah motivasinya untuk bekerja lebih baik lagi.Ia ingin sukses seperti KSAD yang mengajaknya berfoto kala itu.""Sebagai anak Papua, saya sangat bangga bisa bertemu langsung dengan KASAD,"" tutur Matelda.""Meskipun baru bergabung di TNI, saya harus belajar yang banyak untuk bisa seperti Bapak Jenderal,"" ucapnya.(*)","K|a|m|i|s|,| |6| |J|a|n|u|a|r|i| |2|0|2|2| |0|9|:|1|4",S|O|S|O|K| |S|a|n|d|i| |P|a|m|u|n|g|k|a|s| |S|i|s|w|a| |S|M|A| |y|a|n|g| |B|i|k|i|n| |J|e|n|d|e|r|a|l| |D|u|d|u|n|g| |A|b|d|u|r|a|c|h|m|a|n| |K|a|g|u|m|:| |P|r|e|s|t|a|s|i| |M|e|n|d|u|n|i|a
"""Ibu S datang karena diberi kabar rumahnya terbakar. Dia datang dan saya katakan ini urusannya dengan polisi, karena inafis juga sudah ada. Ibu S diantar ke Polres dengan anggota Polsek Sumedang Utara yang mengemudikan mobil Ibu S,"" kata Toni.Warga mengaku tidak tahu ada hubungan apa antara R dengan S.Yang diketahui warga, S sang pemilik rumah sudah bercerai dengan suaminya yang kini tinggal di Lampung.S juga sudah lama tidak tinggal di rumah di kompleks perumahan itu.""Keterkaitan anak itu dengan Ibu S kami tidak tahu, karena tidak pernah dilaporkan. Dahulu memang pernah ada anak laki-laki di rumah itu yang diakui anak Ibu S. Tapi soal R, kami tak tahu,"" kata Toni, Ketua RT 04 kepada TribunJabar.id saat dihubungi melalui sambungan telepon.Menurut Toni, S sudah pamit dua atau tiga tahun lalu.Soal rumahnya itu, S sudah menitipkan kepada warga dan pengelola untuk menjualkannya.""Rumahnya sudah dipasang plang akan dijual. Karena sudah pamit, dia pun datang ke rumah ini hanya sesekali. Dia datang untuk bersih-bersih lalu pergi lagi. Dia tinggal di rumahnya di Buah Dua, Sumedang, "" kata Toni.4. Sudah lama disekapMenurut Toni, bocah tersebut mengaku sudah lama disekap.""Berdasarkan keterangan anak tersebut kepada warga, ia mengaku sudah lama disekap di dalam ruangan tersebut,"" lanjut dia.Atas kejadian ini, ujar dia, warga langsung melaporkannya ke Polres Sumedang.""Kasus ini telah ditangani oleh pihak Polres Sumedang, "" katanya.Terpisah, Kepala Kepolisian Resor Sumedang, AKBP Eko Prasetyo Robbyanto, mengatakan, pihaknya masih mendalami kasus penyekapan anak usia lima tahun tersebut","K|a|m|i|s|,| |6| |J|a|n|u|a|r|i| |2|0|2|2| |0|9|:|4|1",T|E|R|U|N|G|K|A|P| |S|o|s|o|k| |P|e|n|y|e|k|a|p| |y|a|n|g| |R|a|n|t|a|i| |B|o|c|a|h| |P|i|a|t|u| |k|e| |R|a|n|j|a|n|g| |B|e|s|i| |h|i|n|g|g|a| |N|y|a|r|i|s| |T|e|r|b|a|k|a|r| |d|i| |S|u|m|e|d|a|n|g
"SURYA.CO.ID, SURABAYA - BOI Research menggagas sebuah aplikasi khusus, yaitu VAA Kawula17. Aplikasi berupa saran pemilihan atau Voting Advice Application ini dikembangkan guna membantu pemilih muda memahami preferensi politiknya.Peneliti di BOI Research, Maria Angelica Christy Aka mengatakan, aplikasi ini dikembangkan jelang Pemilu 2024.Mereka menilai, proses edukasi politik penting untuk menjawab perdebatan dan kekhawatiran mengenai tingkat partisipasi publik yang rendah dalam Pemilu.""Dengan adanya Pemilu 2024 mendatang, BOI Research melihat ajang demokrasi ini sebagai sebuah tanggung jawab untuk membantu publik mengetahui informasi-informasi yang dibutuhkan untuk menentukan pilihannya,"" kata Maria dalam keterangan tertulis dikutip, Kamis (6/1/2022).Pada 2024, pemilih muda ditaksir akan memegang sepertiga dari total pemilih terdaftar di Pemilu. Hal itu baik di proses elektoral maupun partisipasi publik, anak muda memegang peranan sentral di demokrasi Indonesia.Selain memiliki kans suara politik yang besar, anak muda memang diharapkan akan menjadi pembuat kebijakan di masa mendatang.Menurut Maria, berangkat dari hal tersebut BOI Research memandang pendidikan politik menjadi poin penting untuk memastikan anak muda terlibat aktif dalam mengawasi dan terlibat dalam perjalanan demokrasi Indonesia.Pendidikan politik itu, di antaranya diwujudkan dengan pengembangan aplikasi Kawula17. Platform berbasis Voting Advice Application (VAA) ini disebut bakal membantu pengguna untuk memahami pilihan politiknya. Baik di spektrum substansi, maupun partai politik itu sendiri.""VAA Kawula17 gratis dan dapat diakses semua orang tanpa terkecuali. Ini untuk memastikan bahwa pendidikan politik dapat diterima oleh seluruh warga Indonesia,"" terangnya.Maria merinci, cara kerja aplikasi ini. Menurutnya, Dalam Kawula17, pengguna akan menentukan posisinya di masing-masing pernyataan yang diberikan.Pernyataan-pernyataan itu dibuat berdasarkan isu/kebijakan yang saat ini sedang dibahas publik dan pemerintah.Melalui pilihan-pilihan ini, Kawula17 akan menerjemahkan jawaban pengguna untuk melihat kedekatan preferensi tersebut dalam kaitannya dengan sikap partai politik Indonesia saat ini.""Kawula17 berupaya untuk membantu pemilih, terutama anak muda, untuk memahami preferensi dan pilihan politiknya. Pada 2024, Kawula17 berharap para pemilih (muda) dapat menentukan pilihannya dengan berbasiskan alasan, kemudian mengawasi jalannya pemerintahan yang mereka pilih maupun tidak,"" jelasnya.Maria menuturkan, sejak Oktober lalu, Kawula17 telah meluncurkan pilot survey di kalangan mahasiswa. Pilot survey tersebut bertujuan untuk memahami relevansi isu-isu yang tersedia di VAA Kawula17 dengan kebutuhan dan sikap para mahasiswa.Ternyata, hal ini disambut antusias oleh generasi millenial.""Hasilnya, 291 responses terkumpul dan tersebar di setidaknya 14 universitas di Indonesia,"" tuntasnya.","K|a|m|i|s|,| |6| |J|a|n|u|a|r|i| |2|0|2|2| |1|3|:|3|4","J|e|l|a|n|g| |P|e|m|i|l|u| |2|0|2|4|,| |B|O|I| |R|e|s|e|a|r|c|h| |B|i|k|i|n| |A|p|l|i|k|a|s|i| |K|h|u|s|u|s|,| |B|a|n|t|u| |M|i|l|l|e|n|i|a|l| |P|a|h|a|m|i| |P|r|e|f|e|r|e|n|s|i| |P|o|l|i|t|i|k"
