content,date,title
"SURYA.CO.ID, SUBANG - Kredibiltas polisi dipertanyakan menyusul belum terungkapnya kasus pembunuhan ibu dan anak di Subang, Jawa Barat. Tindakan penyelidikan yang dilakukan kepolisian ternyata banyak kelemahan, mulai dari langkah pertama saat olah TKP hingga pada pemeriksaan saksi berulang-ulang yang membuatnya bisa mengarang cerita. Hal ini menjadi sorotan kritis kriminolog Universitas Indonesia Prof Adrianus Meliala. Menurutnya, kelemahan pertama dalam proses penyelidikan terjadi dalam pemeriksaan forensik oleh dokter yang menurutnya kurang tepat. Seperti diketahui, autopsi jasad Tuti Suhartini dan Amalia Mustika Ratu dilakukan lebih dari sekali.Kepolisian sampai menerjunkan ahli forensik Mabes Polri Dr dr Sumy Hastry Purwanti untuk melakukan autopsi ulang di makam Tuti dan Amel, karena hasil autopsi pertama kurang maksimal.  Baca juga: UPDATE KASUS SUBANG Danu Banjir Simpati dan Hadiah seusai Dituduh Mirip Sketsa Pelaku, Diwarning IniSelain kelemahan forensik, menurut Adrianus, polisi saat melakukan olah TKP dinilainya jorok.   ""Pada yang kedua ini, common situation atau sering terjadi,  apalagi di satuan-satuan wilayah bukan perkotaan, dimana jarang mengalami kasus besar, dimana tidak terlatih anggotanya,"" jelas Adrianus dikutip dari tayangan AIMAN di channel Kompas TV, Senin (4/1/2022). Selain itu, dalam kasus ini seolah-olah semua orang ingin berkontribusi, berbuat baik,  tapi malah mengacaukan dan merusak TKP. sehingga ada jejak-jejak kaki.""Ada hal-hal yang harusnya diperhatikan malah tidak diperhatikan,"" katanya. Menurut Adrianus, polisi juga seringkali diganggu dengan hal-hal yang makin memperlambat kerjanya. Polisi juga tidak bisa mengestablish apa yang di TKP adalah perawan, sehingga dibantah dan sebagainya. ""Ini ujung-ujungnya mengurangi kepercayaan kepada kepolisian,"" katanya. Disinggungang banyaknya kejanggalan yang ditemukan di TKP, menurut Adrianus, opini tentang kejanggalan itu muncul karena polisi tidak bisa menegakkan fakta-fakta yang kuat.   ","K|a|m|i|s|,| |6| |J|a|n|u|a|r|i| |2|0|2|2| |1|1|:|1|4","T|E|R|B|A|R|U| |K|A|S|U|S| |S|U|B|A|N|G|,| |S|a|k|s|i| |B|i|s|a| |M|e|n|g|a|r|a|n|g| |C|e|r|i|t|a| |s|a|a|t| |D|i|p|e|r|i|k|s|a| |B|e|r|u|l|a|n|g|-|u|l|a|n|g|,| |S|k|e|t|s|a| |B|e|l|u|m| |K|u|a|t"
"SURYA.co.id - Berikut ini lirik sholawat Ya Robbi Sholli dari Habib Syech, Ya robbi shalli ala Muhammad Ya robbi shalli alayhi wasallim.Lirik Sholawat Ya Robbi Sholli adalah bagian dari kitab Maulid Diba.Ini juga dipahami sebagai Sholawat Barzanji.Bacaan Sholawat Ya Robbi Sholli ala Muhammad dilantunkan di bagian awal saat membaca Barzanji pada bulan Maulid.Isi dari lirik Sholawat ini adalah berisi tentang rasa kerinduan umat Islam pada Nabi Muhammad SAW.Lirik Sholawat Ya Robbi Sholliيَارَبِّ صَلِّ عَلىٰ مُحَمَّد - يَارَبِّ صَلِّ عَلَيْهِ وَسَلِّمْYa robbi shalli ala MuhammadYa robbi shalli alayhi wasallim.يَارَبِّ بَلِّغْهُ الْوَسِيْلَةْ - يَارَبِّ خُصَّهُ بِالْفَضِيْلَةْYa robbi balllighul wasiilahYa robbi khusshoh bilfadliilah.يَارَبِّ صَلِّ عَلىٰ مُحَمَّد - يَارَبِّ صَلِّ عَلَيْهِ وَسَلِّمْYa robbi shalli ala MuhammadYa robbi shalli alayhi wasallim.يَارَبِّ وَارْضَ عَنِ الصَّحَابَةْ - يَارَبِّ وَارْضَ عَنِ السُّلاَلَةْYa robbi wardlo anisshohaabahYa robbi wardlo anis-sulaalah.","K|a|m|i|s|,| |6| |J|a|n|u|a|r|i| |2|0|2|2| |1|1|:|4|8","L|i|r|i|k| |S|h|o|l|a|w|a|t| |Y|a| |R|o|b|b|i| |S|h|o|l|l|i| |-| |H|a|b|i|b| |S|y|e|c|h| |L|e|n|g|k|a|p| |T|u|l|i|s|a|n| |A|r|a|b|,| |L|a|t|i|n| |d|a|n| |T|e|r|j|e|m|a|h|a|n"
"Melansir dari Wikipedia, Airbus Helicopters H225M, sebelumnya Eurocopter EC 725 Caracal (juga bernama Super Cougar), adalah helikopter transportasi taktis jarak jauh dikembangkan dari keluarga Super Puma / Cougar untuk penggunaan militer.Ini adalah helikopter bermesin ganda dan dapat membawa sampai 29 tentara duduk bersama dengan dua awak, tergantung pada konfigurasi pelanggan.Helikopter dipasarkan untuk transportasi pasukan, evakuasi korban, dan pencarian tempur dan tugas penyelamatan, dan mirip dengan sipil EC 225 .Karakteristik umum:Kemampuan:- Kecepatan maksimum: 324 km / h (201 mph, 175 kn) di tingkat penerbangan- Kecepatan jelajah: 285 km / h (177 mph, 154 kn)- Tidak pernah melebihi kecepatan: 324 km / h (201 mph, 175 kn)- Rentang: 857 km (533 mil, 463 nm)- Kisaran Ferry: 1.325 km (823 mil, 715 nm)- Layanan langit-langit: 6.095 m (19.997 kaki)- Tingkat panjat: 7.4 m / s (1.460 ft / min).(*)","K|a|m|i|s|,| |6| |J|a|n|u|a|r|i| |2|0|2|2| |1|4|:|0|3","K|A|S|A|U| |M|a|r|s|e|k|a|l| |T|N|I| |F|a|d|j|a|r| |P|r|a|s|e|t|y|o| |J|a|j|a|l| |H|e|l|i|k|o|p|t|e|r| |H|2|2|5|M| |A|n|g|k|a|t|a|n| |U|d|a|r|a| |S|i|n|g|a|p|u|r|a|,| |i|n|i| |K|e|h|e|b|a|t|a|n|n|y|a"
"SURYA.CO.ID, SURABAYA - Kementerian Sosial (Kemensos) memperpanjang waktu penyaluran bantuan kepada warga Surabaya. Rencananya, penyaluran dilakukan hingga 15 Januari 2022.Pemkot Surabaya melalui Dinas Sosial membantu penyaluran ini dengan menerjunkan tim di kecamatan.""Kami diberikan kemudahan (oleh Kemensos) sampai tanggal 15 Januari,"" kata Kepala Dinas Sosial (Dinsos) Kota Surabaya, Anna Fajriatin, Kamis (6/1/2022).Mengutip data Kemensos, total ada sekitar 84 ribu Keluarga Penerima Manfaat (KPM) di Surabaya yang akan mendapatkan bantuan Kemensos.""Bantuan ini diberikan kepada warga Surabaya yang ada dalam daftar bayar (penerima bantuan) baik reguler maupun yang perluasan,"" kata Anna.Anna mengungkap sejumlah kendala KPM yang membuat penerimaan bantuan ini dilakukan hingga pertengahan Januari.""Memang, ada yang belum sempat, lupa pin, hingga kartu hilang. Sehingga, ini memungkinkan warga boleh ambil sampai waktu tersebut,"" katanya.Data tersebut berasal dari dua bagian. Yakni, reguler (warga yang telah menerima bantuan sebelumnya) dan perluasan (warga yang baru menerima bantuan karena terdampak).Bantuan yang disalurkan di antaranya Program Keluarga Harapan (PKH) hingga Bantuan Pangan Non Tunai (BPNT).""Bantuan yang diberikan kepada warga berbeda. Bergantung dengan kondisinya,"" katanya.Penyaluran Kartu Keluarga Sejahtera (KKS) ini dilakukan di setiap kecamatan. Pemkot juga berkoordinasi dengan BNI untuk pengaktifan kartu tersebut.Wali Kota Surabaya, Eri Cahyadi pun ikut turun langsung dalam penyaluran ini. Dalam aktualisasi pendataan, menugaskan Dinas Komunikasi dan Informatika (Diskominfo) membuat aplikasi SI-MBR (Sistem Informasi Masyarakat Berpenghasilan Rendah) sehingga lebih tepat sasaran.Sementara itu, Pardi, salah satu penerima bantuan manfaat yang merupakan warga Kelurahan Alun-Alun Contong ikut gembira. Ia mengambil bantuan sembako setelah mendapat KKS.Ditemani sang istri, sambil menggunakan alat bantu berjalan untuk lansia, Pardi gembira dengan fasilitas ini.","K|a|m|i|s|,| |6| |J|a|n|u|a|r|i| |2|0|2|2| |1|2|:|1|6","K|e|m|e|n|s|o|s| |P|e|r|p|a|n|j|a|n|g| |P|e|n|y|a|l|u|r|a|n| |B|a|n|t|u|a|n| |d|i| |S|u|r|a|b|a|y|a|,| |W|a|r|g|a| |C|u|k|u|p| |D|a|t|a|n|g| |k|e| |K|e|c|a|m|a|t|a|n"
"SURYA.co.id | SURABAYA - Bursa calon Ketua Ikatan Alumni Pergerakan Mahasiswa Islam Indonesia Jawa Timur (IKA PMII Jatim) untuk Muswil, saat ini makin menghangat.Sekalipun nama belum mengerucut, namun sejumlah figur sudah disebut-sebut mulai menguat dan berpeluang besar menjadi pemimpin organisasi tersebut.Dari kalangan internal misalnya, nama Gubernur Jawa Timur Khofifah Indar Parawansa dikabarkan terus mendapat dorongan agar bersedia maju dan dicalonkan.Dorongan itu muncul dari kalangan pengurus cabang yang menginginkan orang nomor satu di Jawa Timur itu memimpin IKA PMII Jatim periode mendatang. Bahkan, menguat kabar jika Khofifah berkenan maju, aklamasi bisa saja terjadi.Di luar nama Khofifah, nama lain yang dikabarkan juga bakal running adalah politisi PKB yang juga Bupati Lumajang Thoriqul Haq. Kemudian juga ada nama anggota DPD RI Nawardi yang juga punya potensi.Ketua Panitia Muswil Muslih Hasyim Sufy mengatakan, sebagian cabang memang sudah menyatakan aspirasi dan bahkan mendukung figur tertentu. Sebab, sesuai mekanisme calon memang harus diusulkan oleh cabang.""Jadi, bukan mendaftar langsung melainkan cabang-cabang yang mengusulkan atau mengusung,"" kata Muslih saat dikonfirmasi dari Surabaya, Kamis (6/1/2022).Secara ketentuan, untuk bisa menjadi calon sejumlah kriteria harus terpenuhi. Muslih menyebut kriteria itu selain harus merupakan kader PMII, juga harus memiliki dedikasi yang luar biasa selama ini kepada organisasi tersebut.""Selain itu juga punya kemauan mengurus organisasi IKA PMII Jatim ke depan. Dan juga harus diusulkan kepengurusan cabang,"" lanjutnya.Usulan nama dari cabang itu disebut masih akan terus dibuka hingga menjelang pembukaan Muswil yang akan berlangsung pada tanggal 9 Januari mendatang. Menurut Muslih, beberapa kepengurusan cabang memang masih ada yang belum menyetorkan nama.Sementara untuk mekanisme pemilihan saat forum nanti, Muslih menyatakan bakal mengutamakan musyawarah mufakat. ""Bila tidak memungkinkan untuk musyawarah mufakat ya kita tetap akan voting,"" terangnya.Disisi lain, Muslih mengatakan pihaknya terus mempersiapkan seluruh aspek sebagai bentuk persiapan panitia guna kesuksesan gelaran yang akan berlangsung di Surabaya dan Bangkalan itu. ""Berbagai persiapan terus kita matangkan dan kita finalkan,"" jelasnya.Sebelumnya, terkait masuknya nama mentereng di bursa, Pengamat politik dari Universitas Airlangga Surabaya Fahrul Muzaqqi menganggap merupakan hal yang wajar. Apalagi, IKA PMII Jatim merupakan organisasi yang patut diperhitungkan.""Saya rasa ini merupakan hal wajar,"" kata Fahrul saat dikonfirmasi dari Surabaya, Rabu (5/1/2022).","K|a|m|i|s|,| |6| |J|a|n|u|a|r|i| |2|0|2|2| |1|8|:|1|7","B|u|r|s|a| |C|a|l|o|n| |K|e|t|u|a| |M|a|k|i|n| |M|e|n|g|h|a|n|g|a|t|,| |G|u|b|e|r|n|u|r| |K|h|o|f|i|f|a|h| |P|o|t|e|n|s|i|a|l| |J|a|d|i| |C|a|l|o|n| |K|u|a|t| |I|K|A| |P|M|I|I| |J|a|t|i|m"
"""Ketemu tuh kuncinya, tapi yang bisa dibuka hanya yang bagian kaki. Anak itu buru-buru diselamatkan untuk menghirup udara bersih dahulu, dibawa ke luar rumah,"" kata Deni.Deni sendiri sebelum kejadian itu tidak tahu bahwa di rumah ada anak.Lagi pula, kata Deni, sang pemilik rumah, meski sering datang seminggu sekali atau dua kali, dia datang ke rumah tersebut saat malam hari.Digeledah PolisiPantauan TribunJabar.id (grup surya.co.id) di lokasi kejadian,  tim Indonesia Automatic Fingerprint Identification System (Inafis) Polres Sumedang menggeledah rumah milik S di kompleks Perumahan Anggrek Regency di Sumedang Utara, Kabupaten Sumedang, Kamis (6/1/2022) siang.Di lokasi penggeledahan, perempuan berinisial S tampak mengenakan kemeja berwarna pink dan celana panjang jeans berwarna biru muda.Inafis masuk seorang demi seorang melintasi garis polisi yang terpasang di teralis gerbang rumah tersebut. Rumah itu adalah rumah yang dijadikan tempat penyekapan anak berusia 5 tahun.Polisi yang masuk ke dalam rumah itu tampak masuk ke bagian dalam melalui pintu samping rumah, di bagian garasi mobil. Namun, ada pula sebagian yang masuk melalui pintu depan rumah.Tim Inafis tampak telaten memerhatikan detail-detail rumah yang digeledah itu. Seseorang tampak berjalan sambil menundukkan pandangan ke lantai, memerhatikan lantai dengan seksama.""Dalam penggeledahan ini, kami mengamankan sejumlah barang bukti, yakni 2 buah sapu, 1 peralon, wajan, dan rantai yang digunakan oleh terduga pelaku untuk melakukan penyekapan,"" kata Kasat Reskrim Polres Sumedang AKP Mochammad Ade Rizki Fitriawan kepada TribunJabar. id di lokasi penggeledahan. ""Perkembangan lebih lanjutnya akan kami sampaikan dalam press release nanti,"" kata Ade, menambahkan.Sosok Terduga PenyekapKabar seorang anak berusia 5 tahun disekap di Sumedang sampai ke Bupati Sumedang, Dony Ahmad Munir. Dia mengatakan bahwa pelaku penyekapan diduga adalah tante anak itu.","K|a|m|i|s|,| |6| |J|a|n|u|a|r|i| |2|0|2|2| |1|5|:|3|1",'|T|E|L|A|T| |D|I|K|I|T| |W|A|L|L|A|H|U| |A|'|L|A|M|'| |U|c|a|p| |P|e|n|y|e|l|a|m|a|t| |B|o|c|a|h| |P|i|a|t|u| |y|a|n|g| |D|i|s|e|k|a|p| |d|a|n| |N|y|a|r|i|s| |T|e|r|b|a|k|a|r| |d|i| |S|u|m|e|d|a|n|g
- Diklapa II/Inf (2000)- Seskoad (2003)- Sesko TNI (2010)Riwayat Jabatan:- Danton STTB Kiban- Kasi 2/Ops Yonif 411/Pandawa- Danki A Yonif 411/Pandawa- Danki C Yonif 411/Pandawa- Kaprimkopad Yonif 413/Bremoro- PS Kasi 3 Pers Brigif 6/Tri Sakti Balajaya- Pama Mabes TNI- Pabandya Data Paban I/Jakrenstra Srenum TNI- Dosen Gol. V/Seskoad- Dandim 0824/Jember,"K|a|m|i|s|,| |6| |J|a|n|u|a|r|i| |2|0|2|2| |2|1|:|2|4",B|I|O|D|A|T|A| |M|a|y|j|e|n| |T|N|I| |U|n|t|u|n|g| |B|u|d|i|h|a|r|t|o| |y|a|n|g| |D|i|p|i|l|i|h| |J|e|n|d|e|r|a|l| |A|n|d|i|k|a| |P|e|r|k|a|s|a| |J|a|b|a|t| |P|a|n|g|d|a|m| |J|a|y|a
"SURYA.CO.ID, GRESIK - Kinerja Perumda Giri Tirta terus disorot dalam distribusi air bersih kepada pelanggan.Bupati Gresik, Fandi Akhmad Yani meminta agar dibentuk tim reaksi cepat. Menangani pipa yang bocor dan lain sebagainya yang menyebabkan distribusi air ke pelanggan terganggu.Kebocoran pipa yang tinggi, harus diantisipasi dengan membentuk tim reaksi cepat.""Bentuk tim reaksi cepat untuk penanganan persoalan yang ada. Ada distribusi air bermasalah, di sana ada tim. Kita utak atik SDM yang ada,"" kata pria yang akrab disapa Gus Yani itu, Kamis (6/1/2022).Ditambah lagi, Perumda Giri Tirta harus memberikan kepastian kepada pelanggan jika distribusi air terganggu. Berapa lama durasi perbaikan dan harus pasti. Tidak boleh molor.""Harus ada komunikasi antar Perumda Giri Tirta dengan pelanggan,"" kata dia.Persoalan distribusi air yang mampet, kondisi air keruh dan lain sebagainya menjadi bahan evaluasi selama tahun 2021. Meski belum genap setahun menjabat, kinerja Perumda Giri Tirta sepanjang tahun 2021 sudah cukup untuk menjadi bahan evaluasi.Para Kepala Cabang Perumda Giri Tirta yaitu Kepala Cabang Cerme, Kepala Cabang Kota, Kepala Cabang Menganti dan Kepala Cabang Driyorejo tidak boleh lagi berleha-leha, setiap hari wajib pantau kondisi pipa di masing-masing wilayah.""Mindset seluruh jajaran PDAM siap kerja, siap diganggu 24 jam,"" tegas Gus Yani.Dikatakannya, jajaran direktur beli handy talky (HT) seluruh cabang wajib melaporkan jam berapa pun kondisi pipa.""Bagaimana kondisi pipa di Menganti, Kedamean seperti apa, kondisi pipa di Driyorejo di Wringinanom, cabang kota seperti apa? Jadi kita tahu besok pagi ada problem atau tidak dilaporkan setiap hari. Kita rapat melaporkan masing-masing cabang seluruh pipa di Gresik setiap hari,"" tuturnya.Perusahaan satu-satunya yang memasok air bersih kepada 1,3 juta warga Gresik itu benar-benar dilakukan efisien dan efektif. Termasuk struktur pegawai yang sangat gemuk juga tidak luput dari efisiensi.""SDM yang tidak pernah bekerja, tidak pernah disiplin absennya, kinerja buruk kami pastikan diberhentikan,"" tandas Gus Yani.Plt Perumda Giri Tirta, Gunawan Setijadi yang juga Asisten II Bidang Pembangunan dan Perekonomian Pemkab Gresik berkantor di Perumda Giri Tirta terlebih dahulu.Gunawan menuturkan, efisiensi dan efektif hasil evaluasi Perumda Giri Tirta hasil dari rapat tertutup selama kurang dari 3 jam.""Sudah dijelaskan langkah, tinggal melaksanakan. Fokus efisien dan efektif, anggaran yang tidak efisien dan efektif akan kami hapus,"" kata Gunawan.Pos anggaran yang dihapus itu baru pengadaan seragam seharga Rp 600 juta dan anggaran dana pensiun sebesar Rp 8 miliar. Pihaknya terus menelusuri pos anggaran yang tidak efektif lainnya, karena kondisi keuangan Perumda Giri Tirta sedang kolaps.","K|a|m|i|s|,| |6| |J|a|n|u|a|r|i| |2|0|2|2| |1|2|:|2|3",B|u|p|a|t|i| |G|r|e|s|i|k| |M|i|n|t|a| |P|e|r|u|m|d|a| |G|i|r|i| |T|i|r|t|a| |B|e|n|t|u|k| |T|i|m| |R|e|a|k|s|i| |C|e|p|a|t| |T|a|n|g|a|n|i| |P|i|p|a| |P|D|A|M| |y|a|n|g| |B|o|c|o|r
"SURYA.co.id, - Berikut Update Transfer Liga Inggris terbaru hari ini, Phillipe Coutinho jadi rebutan lima klub, tawaran fantastis Arsenal goda Dusan Vlahovic.Bursa transfer Liga Inggris makin panas pekan ini.Newcastle United akan segera mengumumkan rekrutan pertamanya yaitu Kierran Trippier dari Atletico Madrid dalam waktu dekat.Eks pemain Tottenham Hotspurs tersebut diketahui telah berada di Newcastle dan menjalani tes medis.Sementara itu, sebanyak lima klub bakal berebut jasa pemain Brazil yaitu Phillipe Coutinho. Baca juga: Hasil Skor Chelsea vs Tottenham 2-0: Satu Kaki The Blues Berada di Final Carabao CupBarcelona sebagai pemilik Coutinho disebut ingin 'membuang' sang pemain.Masih belum diketahui detail klub mana saja yang mengincar jasa Coutinho.Mengutip Skysports, satu dari lima klub yang mengincar Coutinho adalah Aston Villa.Faktor Steven Gerrard yang saat ini menjadi manajer The Villans bisa jadi daya tarik bagi sang pemain.Seperti diketahui, keduanya sempat bermain bersama saat di Liverpool.Arsenal Goda Dusan Vlahovic.Arsenal sedang dalam misi mencari penyerang tengah di bursa transfer.Ini karena kondisi Alexander Lacazette yang akan berpisah di akhir musim karena tak ada perpanjangan kontrak.Kemudian hubungan Pierre Emerick Aubameyang yang sedang memburuk dengan sang manajer yaitu Mikel Arteta.","K|a|m|i|s|,| |6| |J|a|n|u|a|r|i| |2|0|2|2| |0|8|:|0|8","U|p|d|a|t|e| |T|r|a|n|s|f|e|r| |L|i|g|a| |I|n|g|g|r|i|s|:| |L|i|m|a| |K|l|u|b| |B|e|r|e|b|u|t| |C|o|u|t|i|n|h|o|,| |T|a|w|a|r|a|n| |B|e|s|a|r| |A|r|s|e|n|a|l| |D|e|m|i| |D|u|s|a|n| |V|l|a|h|o|v|i|c"
"Pertama, tidak ada tanda masuk secara paksa ke dalam rumah.Dari kejanggalan tersebut diduga pelaku dapat masuk ke rumah karena punya akses atau memegang kunci.Namun kemudian, dari mana pelaku mendapatan kunci rumah korban.Kedua, polisi menemukan dua jejak kaki yang berbeda di lokasi TKP.Saat itu belum bisa dipastikan apakah dua jejak kaki tersebut jejak pelaku atau bukan.Ketiga, kejanggalan tidak ada barang yang hilang, kecuali telepon genggam milik Amalia Mustika Ratu.Dari kejanggalan tersebut diduga motif perampasan nyawa bukan karena perampokan.Oleh karena kepolisian mencari motif yang harus diselidiki dari perampasan nyawa terhadap Tuti dan Amalia tersebut.Menanggapi kejanggalan dalam kasus Subang tersebut, Adrianus menggambarkan analisisnya.Menurutnya, sejauh ini mestinya sudah ada gambaran tentang apa yang sebenarnya terjadi pada detik-detik terjadinya perampasan nyawa.“Itu bisa menjelaskan bagaimana terjadi kejanggalan seperti itu,” ujarnya.Adrianus menganalisa perbedaan antara pembunuhan dadakan dengan pembunuhan yang sudah direncanakan.Menurutnya pembunuhan dadakan biasanya akan ada pelaku yang dianggap aneh, seperti reaksi pada sang korban.Demikian ia melihat, polisi dalam hal ini pun belum bisa memastikan situasi perampasan nyawa di Subang tersebut, apakah direncanakan atau tidak.","K|a|m|i|s|,| |6| |J|a|n|u|a|r|i| |2|0|2|2| |1|8|:|2|3","U|P|D|A|T|E| |K|A|S|U|S| |S|U|B|A|N|G|,| |B|e|n|a|r|k|a|h| |S|o|s|o|k| |d|i| |S|k|e|t|s|a| |A|d|a|l|a|h| |P|e|m|b|u|n|u|h| |B|a|y|a|r|a|n|?| |i|n|i| |A|n|a|l|i|s|i|s| |K|r|i|m|i|n|o|l|o|g"
"SURYA.CO.ID, TULUNGAGUNG - Satuan Gugus Tugas Percepatan Penanganan Covid-19 (STPPC) Tulungagung memberi lampu hijau bagi tempat hiburan malam, seperti karaoke.Sejak awal masa pandemi di pertengahan tahun 2019, seluruh tempat hiburan malam berhenti beroperasi hingga saat ini.Namun setelah Kabupaten Tulungagung mencapai indikator PPKM Level 1, STPPC mempertimbangkan untuk membuka tempat hiburan malam.Menurut Kapolres Tulungagung yang juga menjabat Wakil Ketua STPPC, AKBP Handono Subiakto, pihaknya harus mencari aturan yang jadi acuan operasional tempat hiburan malam.""Kami lihat aturan di Inmendagri (Instruksi Menteri Dalam Negeri) nomor 1 tahun 2022, ternyata tidak ada klausul spesifik yang mengatur tempat hiburan,"" terang Handono, Kamis (6/1/2022) .Lanjutnya, pihaknya juga melihat ketentuan dari Kementerian Pariwisata.Namun di dalamnya juga tidak ada yang mengatur spesifik terkait operasional tempat hiburan malam selama pandemi Covid-19.Aturan yang dianggap bisa menjadi acuan ada pada Peraturan Dinas Pariwisata Provinsi Jawa Timur.""Kami sedang mendiskusikan itu, apakah bisa aturan itu diadopsi untuk dasar pembukaan tempat hiburan,"" sambung Handono.Karena itu untuk tahap awal, seluruh pemilik usaha tempat hiburan malam disarankan untuk mengajukan asesmen kembali beroperasi.Nantinya, STPPC bersama Dinas Kebudayaan dan Pariwisata (Disbudpar) yang akan melakukan asesmen.Sejalan dengan itu, STPPC juga berkoordinasi dengan pihak provinsi untuk memastikan aturan yang akan jadi landasan.""Diajukan saja dulu sambil kami berkoordinasi dengan provinsi,"" tegasnya.Asesmen nantinya antara lain mencakup vaksinasi Covid-19 untuk seluruh pekerja, sarana dan prasarana protokol kesehatan serta jam operasional.","K|a|m|i|s|,| |6| |J|a|n|u|a|r|i| |2|0|2|2| |0|8|:|3|9","H|i|b|u|r|a|n| |M|a|l|a|m| |d|i| |T|u|l|u|n|g|a|g|u|n|g| |D|i|i|z|i|n|k|a|n| |K|e|m|b|a|l|i| |B|e|r|o|p|e|r|a|s|i|,| |T|a|p|i| |W|a|j|i|b| |M|e|n|g|a|j|u|k|a|n| |A|s|e|s|m|e|n"
"""Misal pernah ada upaya paksa dari kepolisian tak bisa masuk ke area komplek pesantren karena dilakukan penjagaan,"" jelas Siti.Selain itu, ada upaya memobilisasi massa yang menuding laporan korban U merupakan upaya menjelek-jelekan nama pesantren ternama tersebut.Hal itu yang membuat kepolisian sangat hati-hati dan kerap ragu-ragu dalam mengambil setiap tindakan tegas.""Ada mobilisasi massa sehingga kepolisian ambil langkah hati-hati dalam proses kasus ini,"" tuturnya.Sebelumnya di tahun 2019 masyarakat dihebohkan dengan pengakuan santriwati U yang dilecehkan oleh guru sekaligus anak dari kyai pengelola pesantren ternama di Jombang.Dalam kasus itu, U yang juga santriwati diperdaya oleh pelaku MSAT dalam sebuah perekrutan di pesantren tersebut.Usai pelaporan U, korban-korban lainnya beriringan membuat laporan yang sama di Polres Jombang.Bahkan korban lainnya berusia di bawah 17 tahun atau masuk dalam kategori anak.Saat masuk ke kepolisian, kasus U sempat mandek hingga akhirnya baru naik ke Kejaksaan Tinggi Jawa Timur pada akhir tahun 2021 lalu.Sesumbar PelakuBukannya diam atas tudingan pelecehan yang dialamatkan padanya, MSAT justru sesumbar. Hal ini terlihat dalam unggahan akun IG @Andewe********** diduga milik MSAT.Dalam tulisannya itu, dia merasa menjadi korban fitnah. MSAT telah ditetapkan sebagai tersangka dugaan pencabulan terhadap santriwatinya.","K|a|m|i|s|,| |6| |J|a|n|u|a|r|i| |2|0|2|2| |1|4|:|3|6","P|E|N|D|E|R|I|T|A|A|N| |S|a|n|t|r|i|w|a|t|i| |K|o|r|b|a|n| |P|e|l|e|c|e|h|a|n| |A|n|a|k| |K|i|a|i| |d|i| |J|o|m|b|a|n|g|,| |D|i|a|n|c|a|m| |h|i|n|g|g|a| |M|i|n|t|a| |P|e|r|l|i|n|d|u|n|g|a|n| |L|P|S|K"
"تَوَ سَـلْنَا بِـبِـسْـمِ اللّهِ وَبِالْـهَادِى رَسُـوْلِ اللهِTawassalnaa Bibismillaah Wabil Haadi RasuulillaahKami berwasilah dengan berkah basmalah, dan dengan Nabi yang menunaikan lagi utusan Allah.وَ كُــلِّ مُجَـا هِـدِ لِلّهِ بِاَهْـلِ الْبَـدْ رِ يـَا اَللهُWakulli Mujaahidin Lillaah Bi Ahlil Badri Yaa AllaahDan seluruh orang yang berjuang karena Allah, karena berkahnya ahli badar ya Allah.اِلهِـى سَـلِّـمِ اْلا ُمـَّة مِـنَ اْلافـَاتِ وَالنِّـقْـمَةَllaahi Sallimil Ummah Minal Aafaati WanniqmahYa Allah, semoga Engkau menyelamatkan ummat, dari bencana dan siksa.وَمِنْ هَـمٍ وَمِنْ غُـمَّـةٍ بِاَ هْـلِ الْبَـدْرِ يـَا اَللهُWamin Hammin Wamin Ghummah Bi Ahlil Badri Yaa AllaahDan dari susah dan kesulitan, karena berkahnya ahli badar ya Allah.اِلهِى نَجِّـنَا وَاكْـشِـفْ جَـمِيْعَ اَذِ يـَّةٍ وَا صْرِفْIlaahi Najjinaa Waksyif Jamii’a Adziyyatin WahrifYa AIlah semoga Engkau selamatkan kami dari segala yang menyakitkan, dan semoga Engkau menjauhkan dari berbagai tipu daya musuh-musuh.مَـكَائـدَ الْعِـدَا وَالْطُـفْ بِاَ هْـلِ الْبَـدْ رِ يـَا اَللهُMakaa idal ‘idaa wal thuf Bi Ahlil Badri Yaa AllaahDan semoga Engkau mengasihi kami, karena berkahnya ahli badar ya Allah.اِلهِـى نَـفِّـسِ الْـكُـرَبَا مِنَ الْعَـاصِيْـنَ وَالْعَطْـبَاllaahi Naffisil Kurbaa Minal’Ashiina Wal’AthbaaYa Allah semoga Engkau menjauhkan beberapa kesusahan, dari orang-orang yang bermaksiat dan membuat kerusakan.","K|a|m|i|s|,| |6| |J|a|n|u|a|r|i| |2|0|2|2| |1|4|:|3|4","L|i|r|i|k| |S|h|o|l|a|w|a|t| |B|a|d|a|r| |d|a|l|a|m| |B|a|h|a|s|a| |A|r|a|b| |d|a|n| |T|e|r|j|e|m|a|h|a|n|,| |P|u|j|i|a|n| |S|e|k|a|l|i|g|u|s| |D|o|a| |K|e|s|e|l|a|m|a|t|a|n| |U|m|a|t"
