content,date,title
"Berita  Surabaya SURYA.co.id, SURABAYA -  Aldo Kurnia Prayoga (19) menjadi korban kebrutalan komplotan  begal  di kawasan Jalan  Semampir  Tengah, Sukolilo,  Surabaya , pada Rabu (5/1/2021) dini hari.  Sekitar pukul 01.00 WIB, warga berdomisili  Semampir  Selatan, Sukolilo,  Surabaya  itu, dibacok oleh satu di antara anggota komplotan  begal  berjumlah tiga orang yang mengendarai motor jenis matik dari arah belakang.  Akibatnya, korban mengalami satu luka sobek pada bagian sisi belakang kepala, dan punggung.  Tak cukup dibacok. Korban juga sempat didorong oleh para pelaku hingga terjerembab jatuh dari motor, dan berkalang aspal.  Tanpa rasa iba. Mendapati korban yang terkapar bersimbah darah tak berdaya. Para pelaku sontak menggondol motor korban Vario bernopol L-4526-DC, lalu kabur ke arah kawasan Kenjeran.  Adik atau saudara kembar korban Aldi Kurnia Prayogi (19) mengungkapkan, kakaknya itu sempat ditolong oleh warga sekitar ruas jalan tersebut, untuk dibawa ke IGD RS Asrama Haji Sukolilo,  Surabaya .  Setelah dilakukan serangkaian pemeriksaan medis, korban mendapat empat jahitan. Satu jahitan pada luka bagian kepala, dan tiga jahitan lainnya, pada luka bagian punggung.  Seusai menjalani rawat inap. Kondisi kakaknya itu, semakin membaik. Bahkan, pihak medis sudah memperkenankan korban pulang ke rumah, pada Kamis (6/1/2022) siang.  ""Ditolong warga daerah situ. Alhamdulillah sampai RS masih kondisi sadar. Bagian kepala 1, bagian punggung 1. Jahitan 3 bagian punggung. Sepeda motor saja,"" ujarnya Yogi sapaan akrabnya, saat dihubungi TribunJatim.com (grup  SURYA.co.id ), Kamis (6/1/2021).  Berdasarkan informasi yang dihimpunnya dari sang kakak.","Kamis, 6 Januari 2022 22:20","Pemuda Semampir Surabaya Dibacok 3 Begal, Motor Vario Digasak"
"Panglima TNI  Jenderal Andika Perkasa  saat dikonfirmasi wartawan, di Jakarta, Kamis, membenarkan mutasi jabatan  Pangdam Jaya  tersebut. ""Betul sekali, Mas,"" ujar Panglima TNI singkat. Selanjutnya, Mayjen Mulyo Aji mendapat promosi menduduki jabatan bintang tiga sebagai Sekretaris Kementerian Koordinator Bidang Politik, Hukum, dan Keamanan (Seskemenko Polhukam). Mayjen TNI Untung Budiharto sebelumnya menjabat sebagai Staf Khusus Panglima TNI. Kapendam Jaya Letkol (CPM) Dwi Indra Wirawan juga membenarkan adanya pergantian jabatan  Pangdam Jaya . ""Ya betul Mas, dalam waktu dekat ini akan dilaksanakan acara serah terima jabatan  Pangdam Jaya  dari Mayjen TNI Mulyo Mulyo Aji kepada  Mayjen TNI Untung Budiharto ,"" kata Indra Wirawan. Biodata  Mayjen TNI Mulyo Aji Melansir dari Wikipedia,  Mayjen TNI Mulyo Aji  lahir di Surakarta, Jawa Tengah pada 28 Juli 1964. Perwira tinggi TNI AD ini pernah mengemban amanat sebagai Aspers Kasad. Mulyo Aji merupakan lulusan Akademi Militer 1987. dan mahir dalam bidang Infanteri. Jabatan terakhir jenderal bintang dua ini adalah Kepala Dinas Penelitian dan Pengembangan Angkatan Darat. Pendidikan Militer: - Akmil (1987) - Suslapa I/Inf (1995)","Kamis, 6 Januari 2022 21:24",BIODATA Mayjen TNI Untung Budiharto yang Dipilih Jenderal Andika Perkasa Jabat Pangdam Jaya
"Sementara Konsultan Marina, Raymound mengatakan Indonesia salah satunya Banyuwangi memiliki pasar yacth yang sangat besar. ""Arena bahari Indonesia merupakan yang terbesar di dunia. Ini merupakan potensi besar untuk jalur yacth,"" kata Raymound. ""Terutama Banyuwangi saya lihat siap insfrastrukturnya dibanding daerah lainnya.  Boom Marina  paling siap jika dilihat dari sisi amenitas, aksesibilitas, dan atraksi,"" kata Raymound. Bupati Banyuwangi Ipuk Fiestiandani berterima kasih pada Pelindo yang memiliki komitmen kuat untuk mengembangkan boom Marina. ""Pantai Boom memiliki potensi yang besar. Itulah sebabnya pemerintah daerah telah lama melakukan penataan di Boom. Semoga percepatan-percepatan ini bisa membawa berkah bagi Banyuwangi,"" kata Ipuk. Mantan Menteri Pariwisata, Arief Yahya mengatakan, apabila digarap serius  Boom Marina  nantinya akan menjadi pembeda bagi Banyuwangi. ""Hasil yang luar biasa, hanya bisa dihasilkan dengan cara tidak biasa,"" kata Arief.","Kamis, 6 Januari 2022 21:18",Pelindo Percepat Pembangunan Boom Marina Banyuwangi Jadi Prototipe Nasional
"Kalaupun dikait-kaitkan dengan kepentingan figur di kontestasi 2024 juga dinilai hal yang wajar. Sebab menurut Fahrul, pesta demokrasi yang akan berlangsung dua tahun mendatang merupakan arena bebas. Sehingga kemunculan figur politisi dalam bursa menjadi hal wajar. Fahrul yang diketahui juga alumni PMII ini menyebut, secara prinsip, figur yang didambakan menjadi pemimpin organisasi itu harus memenuhi beberapa kriteria. Setidaknya ada beberapa kriteria wajib yang harus dipenuhi untuk menjadi calon pemimpin agar dapat melambungkan organisasi ini. Fahrul merinci, sejumlah kriteria itu misalnya adalah harus memiliki integritas, track record atau rekam jejak yang mumpuni dan kapasitas atau kemampuan yang dimiliki, selain itu juga popularitas. ""Kriteria itu saling berkaitan. Jadi menurut saya itu hal penting yang bisa menjadi pertimbangan,"" ungkapnya menambahkan.","Kamis, 6 Januari 2022 18:17","Bursa Calon Ketua Makin Menghangat, Gubernur Khofifah Potensial Jadi Calon Kuat IKA PMII Jatim"
"SURYA.co.id | PROBOLINGGO  - Agung (27) warga Desa Sumberagung, Kecamatan Dringu, Kabupaten Probolinggo mendatangi kantor Damkar Kota Probolinggo dengan raut wajah panik. Kedatangannya tersebut untuk meminta pertolongan kepada Tim Damkar. Cincin akik yang melingkar di jari manisnya mendadak tak bisa dilepas. Jarinya pun sudah membengkak. Agung bercerita, sebelumnya dia telah berupaya meminta pertolongan di sejumlah rumah sakit. Namun, sayang, rumah sakit yang dituju tidak sanggup melepas cincin akik dari jarinya. Tim medis, selanjutnya menyarakan Agung untuk mendatangi kantor Damkar. ""Saya lantas mendatangi Mako Damkar Kota Probolinggo untuk meminta pertolongan,"" katanya dikonfirmasi, Kamis (6/1/2022). Agung mengungkapkan, bila cincin akik itu merupakan buah tangan yang diberikan oleh pamannya, sehari lalu. Saking senangnya, Agung langsung  memasang cincin di jari manisnya tanpa mengecek ukurannya. ""Awalnya cincin mudah terpasang pada jari manis saya. Tetapi, cincin itu tiba-tiba sulit dilepas,"" ungkapnya. Setelah Agung memberitahukan persoalannya, tim Damkar langsung melakukan tindakan. Komandan Regu 4 Damkar Kota Probolinggo, Sholeh Hermanto mengatakan mulanya personel menggergaji cincin agar terlepas dari jari Agung. Rupanya, cincin masih belum bisa terlepas. Tak patah arang, petugas mencoba menggerinda cincin dari dua sisi. Walhasil, selang 30 menit upaya tim Damkar berbuah manis, cincin berhasil terlepas dari jari Agung. ""Selama proses pelepasan cincin tak ada kendala berarti. Namun, petugas harus ekstra hati-hati lantaran cincin akik tersebut melekat kuat di jari korban,"" pungkasnya.","Kamis, 6 Januari 2022 19:09","Cincin Akik di Jari Tak Bisa Dilepas, Pria Minta Bantuan Petugas Pemadam Kebakaran Probolinggo"
"SURYA.co.id |KEDIRI  -  Pelatih Persik Kediri Javier Roca  meminta anak asuhnya tak kehilangan konsentrasi saat hadapi Borneo FC dalam putaran kedua Liga 1 2021 di Bali Sabtu (8/1/2022). Pelatih asal Chili ini mengakui jika dalam empat pertandingan terakhir, anak asuhnya selalu kehilangan konsentrasi. Sehingga Javier Roca mengatakan ingin memperbaiki konsentrasi pemainnya saat hadapi Borneo FC. ""Dari evaluasi empat pertandingan terakhir, konsentrasi kita harus lebih baik lagi secara invidual. Hampir seluruh gol yang diciptakan lawan karena faktor konsentrasi,"" ujarnya. Roca menambahkan jika anak asuhnya harus sabar, dan tak terlalu terburu-buru saat membangun serangan melawan Borneo FC. ""Dua Minggu terkahir ini adalah membangun kekompakan tim, secara taktikal,"" imbuhnya. Sementara itu dua hari menjelang pertandingan lawan Borneo, Roca menyampaikan jika ingin raih poin penuh lawan klub asal Samarinda tersebut. Mengingat Persik Kediri punya catatan manis yakni meraih kemenangan 1 - 0 lawan Borneo FC dalam putaran pertama Liga 1 2021. ""Lalu kita pikirkan bagaimana bisa melawan Borneo, dan semoga bisa dapat poin penuh melawan Borneo,"" pungkasnya.","Kamis, 6 Januari 2022 19:23",Javier Roca Ingin Persik Raih 3 Poin Hadapi Borneo FC
"SURYA.CO.ID, SITUBONDO  - Tiga pasangan yang diduga kuat bukan suami istri tepergok berduaan di dalam kamar sebuah hotel melati di Situbondo, Kamis (6/1/2022) siang. Mereka digerebek petugas Satpol PP Situbondo yang sebelumnya sudah mendapat informasi dari masyarakat terkait hotel yang sering menjadi tempat mesum. Petugas mendapati ketiga pasangan tidak sah itu saat berada di dalam kamar di sebuah hotel di Kecamatan Panji. Saat diperiksa dan ditanya surat nikah dan identitas, ketiga pasangan pria dan wanita tersebut ternyata tidak bisa menunjukkan. Mereka pun tak bisa mengelak lagi, dan pasrah saat diangkut dan diperiksa di kantor Satpol PP untuk mendapat pembinaan dan pendataan. ""Sebenarnya razia ini merupakan kegiatan rutin, namun kali ini kami mendapat pengaduan masyarakat terkait adanya hotel yang sering disalahgunakan oleh pasangan mesum,"" kata Kepala Satpol PP Kabupaten Situbondo, Bukhari. ""Dan kami memegoki tiga pasangan (bukan suami istri) yang sedang berada di kamar hotel,"" tambahnya, Petugas tidak membeberkan identitas ketiga pasangan itu. Dan untuk memberikan efek jera, pihaknya melakukan pendataan dan pembinaan agar tidak mengulangi perbuatanya kembali. ""Sebelum dipulangkan ke rumahnya masing-masing, mereka diminta menulis surat pernyataan tidak mengulangi perbuatannya. Kalau masih saja mengulangi, maka kita akan proses menjadi tipiring"" pungkasnya.  ****","Kamis, 6 Januari 2022 19:22","Menyewa Kamar Hotel di Siang Bolong, Tiga Pasangan Haram Digerebek Satpol PP Situbondo"
"SURYA.CO.ID, SITUBONDO  - Dipecat dari pekerjaannya sebagai karyawan PDAM Situbondo, Eko Budiarso (50) melancarkan aksi balas dendam dengan cara nekat. Yaitu mencuri setidaknya 180 unit meteran air yang terpasang di rumah-rumah pelanggan perusahaan daerah tersebut. Akibat perbuatan warga Kelurahan Mimbaan, Kecamatan Panji tersebut, ratusan pelanggan PDAM pun panik karena meteran air mereka hilang. Dan itu terjadi selama beberapa pekan di 180 TKP, sejak Eko dipecat. Pelaku ditangkap polisi di Jalan Raya Desa Kotakan, Kecamatan Situbondo. Eko mengaku mencuri karena sakit hati seteklah diberhentikan alias dipecat sebagai karyawan PDAM. Selain mengamankan pelaku, polisi juga menyita sejumlah barang butki. Di antaranya gergaji, pipa, sepeda motor, puluhan meteran air yang dicuri di rumah para pelanggan PDAM Situbondo Kasi Humas Polres Situbondo, Iptu Sutrisno membenarkan penangkapan pelaku pencurian meteran air PDAM tersebut. ""Terungkap dan tertangkapnya pelaku berawal dari laporan masyarakat yang kehilangan meteran air PDAM di rumahnya,"" kata Sutrisno, Kamis (6/1/2022). Namun berkat rekaman CCTV, aksinya dan wajah pelaku dapat dikenali. Sehingga anggota Buser wilayah tengah dengan mudah menangkap pelaku. ""Pelaku ditangkap saat mengendarai sepeda motor di Jalan Raya Desa Kotakan,"" kata mantan Kasiwas Polres Situbondo itu. Guna proses penyidikan, selanjutnya tersangka langsung diamankan untuk menjalani pemeriksaan oleh penyidik Reskrim di Polres Situbondo. ""Dari hasil pemeriksaan, pelaku telah mencuri meteran air PDAM di 180 TKP,"" pungkasnya.  ****","Kamis, 6 Januari 2022 19:31","Pecatan PDAM Situbondo Balas Dendam, Nekat Mencuri 180 Meteran Air dari Rumah Pelanggan"
"Terutama dikaitkan dengan kinerja satuan wilayah daerah (bukan kota) yang jarang menangani kasus besar. Hal ini kemudian, menurutnya, anggota kepolisian di satuan wilayah tersebut kurang terlatih. ""Alhasil ketika ada kasus besar ini semua orang ingin berkontribusi, ingin berbuat baik, tapi tadi berbuat baiknya ini malah mengacaukan, merusak TKP itu sendiri,” papar Adrianus Meliala dikutip dari KompasTV, Rabu (5/1/2022). Seperti dilansir dari TribunJabar.id dalam artikel  'Dua Kelemahan Kasus Subang Menurut Analisis Kriminolog yang Jadi Sorotan, Singgung Saksi Berkelit' . Demikian, menurut Adrianus, karena TKP kurang steril, forensik kerap menemukan jejak yang tidak seharusnya ada di TKP. Dari sana ada hal-hal yang perlu diperhatikan justru menjadi tidak diperhatikan. Ia pun mencontohkan yang menjadi bukti TKP kurang steril, seperti rokok yang tertinggal. Oleh karena itu, menurutnya, jikalau ada rokok yang berasal dari petugas, menurutnya, penyidik pun disibukkan dengan hal yang tak diperhatikan tersebut. “Ketemu yang baru, ketemu yang baru tapi belum tentu alat bukti ya?” tanya Aiman. Hal tersebut pun disetujui  kriminolog  UI tersebut. Kemudian Adrianus menyinggung, seandainya kepolisian melakukan penyelidikan belum menguatkan alat bukti, maka ada kemungkinan dibantah. Hal ini yang menurutnya dikhawatirkan mengurangi rasa kepercayaan masyarakat kepada kepolisian. Kejanggalan Kasus Subang Aiman kembali mengingat dalam kasus Subang tersebut terdapat tiga kejanggalan.","Kamis, 6 Januari 2022 18:23","UPDATE KASUS SUBANG, Benarkah Sosok di Sketsa Adalah Pembunuh Bayaran? ini Analisis Kriminolog"
"SURYA.co.id I -  Di tengah performanya yang kurang menjanjanjikan,  Manchester United  (MU) malah mengalami gangguan soliditas. Muncul ancaman eksodus massal dari markas Old Trafford. Sebanyak 17 pemainnya dikabarkan tidak bahagia di Old Trafford. Mereka inilah yang dikabarkan akan eksodus. Laman Daily Mail yang dikutip BolaSport.com melaporkan, sebanyak 17 pemain kemungkinan besar akan ramai-ramai meninggalkan  Manchester United . Sebagian besar dari 17 pemain tersebut masih terikat kontrak dan tidak akan diizinkan hengkang dari  Manchester United . Namun, diperkirakan masih ada banyak pemain yang hengkang selama delapan bulan ke depan. Tidak diketahui siapa saja 17 pemain yang merasa tidak bahagia di Old Trafford itu, tapi beberapa di antaranya dikabarkan merupakan pemain bintang.   Baca juga:  Jadwal Liga Italia, 4 Laga Ditunda, Termasuk Bologna - Inter Milan, Diumumkan 45 Menit Jelang Laga Pelatih  Manchester United , Ralf Rangnick, dilaporkan telah mengetahui situasi tersebut setelah serangkaian pertemuan dengan para pemain untuk membahas masa depan mereka. Sebelumnya, media Inggris lainnya, Mirror, melaporkan bahwa 11 pemain Man United berniat untuk hengkang karena muak terhadap metode kepelatihan dan taktik Rangnick. Dari 11 pemain tersebut, empat di antaranya adalah Dean Henderson, Eric Bailly, Donny van de Beek, dan Jesse Lingard. Keempat pemain itu dikabarkan tidak senang karena kurangnya waktu bermain sehingga terbuka untuk pindah di akhir musim.  •  Liga Inggris, Chelsea Denda Romelu LukakuRp 9,6 Miliar, Ternyata Tak Habiskan Gaji 2 Minggu Jesse Lingard tidak menunjukkan kecenderungan untuk memperbarui kontraknya yang akan habis pada akhir Juni 2022, memungkinkan dirinya untuk pergi dengan status bebas transfer. Pemain lain yang berpotensi pergi sebelum musim depan dimulai adalah Edinson Cavani. Edinson Cavani telah diberitahu bahwa dia tidak bisa pergi pada Januari 2022. Namun, Cavani juga akan menjadi agen bebas di musim panas tahun ini bersama dengan Juan Mata yang memiliki opsi untuk dipinjamkan ke Spanyol dan MLS bulan ini. Selain itu, ada juga Nemanja Matic, Fred dan Diogo Dalot yang semuanya akan memasuki tahun terakhir kontrak mereka di musim panas.","Kamis, 6 Januari 2022 20:55","Liga Inggris, Manchester United Gawat, 17 Pemain Akan Eksodus, Lihat Daftarnya, Termasuk Cavani"
"SURYA.CO.ID  - Perseteruan antara  Faisal  dan  Doddy Sudrajat  makin memanas tiap harinya. Paling baru, ayah  Vanessa Angel  kembali menuntut permintaan maaf dari keluarga  Bibi Ardiansyah . Namun, tuntutan yang diajukan oleh  Doddy Sudrajat  justru menjadi pertanyaan tersendiri bagi  Faisal , mengapa keluarganya harus meminta maaf. Mengenai hal itu, Faisal kemudian angkat bicara melalui tayangan Youtube Intens Investigasi, Rabu (5/1/2022).   Baca juga:  Alasan Doddy Sudrajat Ngotot Donasi Gala Harus Izin ke Kementerian Sosial, Reaksi H Faisal Disorot Faisal menegaskan anaknya tidak membuat kesalahan sama sekali. ""Saya juga binggung kesalahan apa yang dibuat rasanya nggak ada anak saya membuat kesalahan,"" terang  Faisal . ""Anak saya Fuji itu nggak terlalu ikut-ikutan,"" sambungnya. Lebih lanjut,  Faisal  merasa pihaknya tidak merasa bersalah apabila dituntut harus meminta maaf. ""Apa yang harus dia minta maaf, ngapain dia? Saya rasa nggak ada,"" Terlebih lagi,  Faisal  kembali merasa aneh jika pencemaran nama baik berkaitan dengan uang asuransi yang diterima Doddy. Ia menegaskan soal asuransi senilai R p500 juta dengan ahli waris Doddy memang benar adanya. ""Terus kenapa dengan uang asuransi, memang uang asuransi itu ada terus apa lagi, apa masalahnya di situ."" ""Kan memang ada asuransi Prudential itu, cuman sudah cair atau enggaknya saya nggak tahu,"" sambungnya. Dalam pernyataan kuasa hukum Doddy, Djamaluddin Koedoeboen, menyampaikan yang bersangkutan harus meminta maaf dalam kurun waktu 3x24 jam. Saat dikonfirmasi,  Faisal  masih tidak mengetahui letak kesalahan dari keluarganya.","Kamis, 6 Januari 2022 17:02","Hubungan Faisal & Doddy Sudrajat Makin Panas, Ayah Bibi Ardiansyah Tanyakan Maksud Besan: Salah Apa?"
"SURYA.CO.ID, TULUNGAGUNG -  Tukiran warga Desa Wajak Kidul,  Kecamatan Boyolangu , Kabupaten Tulungagung, harus kehilangan tiga ekor kambing miliknya. Hewan ternak ini mati terpanggang api yang merembet dari dapur rumahnya, Kamis (6/1/2022). Menurut Kabid Damkar Satpol PP Tulungagung,  Gatot Sunu , kebakaran diduga karena kelalaian pemilik rumah. ""Jadi sebelumnya pemilik rumah selesai memasak di tungku, tapi apinya tidak benar-benar padam,"" terang Gatot. Api dari tungku ini diduga merembet ke tumpukan kayu bakar di sebelahnya. Api kemudian membesar dan membakar seluruh isi dapur. Api juga merembet ke arah kandang kambing yang ada di sisi timur dapur. ""Di dalam kandang itu pemilik rumah memelihara tiga ekor kambing. Semuanya mati terbakar,"" sambung Gatot. Tiga hewan ternak ini ditemukan dalam keadaan gosong. Kobaran api pertama kali diketahui oleh cucu korban dan tetangganya. Namun, api terlambat diketahui sehingga upaya pemadaman warga juga sia-sia. ""Kami kirimkan dua mobil pemadam dan dua mobil tangki penyuplai air ke lokasi,"" tutur Gatot. Beruntung api tidak merembet ke arah bangunan utama. Petugas melakukan pendinginan sehingga api dipastikan tidak lagi berkobar. Tapi seluruh dapur dengan segala isinya, serta kandang kanbing ludes terbakar.","Kamis, 6 Januari 2022 14:08","Akibat Lupa Mematikan Api Setelah Memasak, Tiga Ekor Kambing Milik Warga Tulungagung Ini Terbakar"
"SURYA.CO.ID, SURABAYA -  Mengawali Tahun 2022, Bandar Udara Internasional Juanda resmi mengakhiri Posko Angkutan Udara Natal Tahun 2021 dan Tahun Baru 2022 yang telah berlangsung sejak 17 Desember 2021 hingga 4 Januari 2022. “Kami manajemen PT Angkasa Pura I (Persero) Bandar Udara Internasional Juanda, mengapresiasi dan mengucapkan terima kasih banyak atas dukungan dan kerja sama seluruh stakeholder yang telah mendukung kelancaran arus pesawat dan penumpang pada periode Posko Natal Tahun 2021 dan Tahun Baru 2022 dengan tetap secara konsisten menjaga aspek keamanan, keselamatan, pelayanan serta protokol kesehatan. Sehingga selama periode Posko Nataru tersebut, kami dapat mempertahankan kinerja operasional bandara dengan catatan zero accident,” ujar General Manager Bandar Udara Internasional Juanda,  Sisyani Jaffar , Kamis (6/1/22). Ia menjelaskan, selama periode Posko Nataru 2021/2022 yang berlangsung 19 hari, Bandar Udara Internasional Juanda telah melayani sejumlah 395.056 penumpang atau meningkat 8 persen jika dibandingkan dengan periode Posko Nataru 2020/2021 yang mencapai 364.709 penumpang. Puncak pergerakan penumpang terjadi pada H-6 Natal atau pada tanggal 18 Desember 2021, sejumlah 27.034 penumpang. Sedangkan untuk pergerakan pesawat mencapai 3.242 pergerakan, atau turun 22 persen dari periode tahun sebelumnya yang mencapai 4.168 pergerakan. Kemudian untuk jumlah kargo sebesar 3.613.412 kg, atau turun 7 persen dari periode tahun sebelumnya yang mencapai 3.884.361 kg. Menurut Sisyani, berdasarkan data harian pada Posko Nataru 2021/2022, kenaikan jumlah penumpang jika dibandingkan bulan-bulan sebelumnya nampak pada pekan awal pelaksanaan Posko. “Pada periode Nataru kali ini jumlah penumpang harian tertinggi mencapai 27 ribu penumpang dengan 207 pergerakan pesawat. Sedangkan pada hari-hari sebelumnya, jumlah penumpang harian tertinggi hanya mencapai 25 ribu dan 199 pergerakan pesawat,” imbuhnya. Untuk total kinerja operasional setahun penuh, Sisyani menjelaskan, bahwa jumlah penumpang yang telah dilayani  Bandara Juanda  sepanjang tahun 2021 adalah sebanyak 5.909.837 juta penumpang. “Angka ini memang tidak sebaik tahun lalu, karena sepanjang tahun 2021 ini kita masih menghadapi situasi pandemi. Sementara pada triwulan I tahun 2020, trafik penumpang dan pesawat masih berjalan normal karena kasus aktif pertama Covid-19 baru ditemukan di Bulan April dan dampak pandemi baru mulai terasa di bulan-bulan berikutnya,” jelas Sisyani. Sisyani juga menjelaskan, bahwa sepanjang tahun 2021 operasional Bandar Udara Internasional Juanda masih didominasi oleh penerbangan domestik, dikarenakan penerbangan internasional masih dilakukan secara terbatas. ""Adapun untuk pergerakan jumlah pesawat di tahun 2021, tercatat mencapai 55.942 pergerakan,"" pungkasnya.","Kamis, 6 Januari 2022 14:15","Sepanjang Tahun 2021, Bandara Juanda Sukses Layani 5,9 Juta Penumpang"
"SURYA.co.id | SURABAYA   – Kementerian Hukum dan HAM Republik Indonesia (Kemenkumham-RI) meneguhkan kembali janji kinerja para anggota jajarannya, di Graha Pengayoman, DKI Jakarta, Kamis (6/1/2022). Hal itu, dilaksanakan dalam kegiatan Deklarasi Janji Kinerja serta Penandatanganan  Komitmen Pelaksanaan Zona Integritas Tahun 2022 . Agenda tersebut dipimpin langsung oleh  Menteri Kumham Yasonna Hamonangan Laoly . Kemudian, dihadiri Ketua KPK, Ketua Ombudsman, dan para pimpinan tinggi di Kemenkumham RI. Termasuk seluruh jajaran Kanwil Kemenkumham RI di masing-masing provinsi, tak terkecuali jajaran Kanwil Kemenkumham Jatim, Rumah Penyimpanan Harta Sitaan Negara (Rupbasan) Kota Surabaya. Kepala Rupbasan Surabaya Endang Purwati berpesan kepada para jajarannya agar tetap semangat dan maksimal dalam bekerja melayani masyarakat. ""Tetap semangat dalam bekerja dan semoga selalu diberikan kesehatan yang baik,"" ungkap Endang, di tengah deklarasi secara virtual, Kamis (6/1/2022). Sementara itu, Menteri Hukum dan HAM, Yasonna H. Laoly mengatakan kegiatan ini dilakukan untuk mengukuhkan komitmen pegawai bekerja mencapai target kinerja. ""Deklarasi janji kinerja bertujuan mengukuhkan komitmen seluruh Pegawai untuk bekerja sesuai dengan rencana yang telah ditetapkan,"" ujar Yasonna dalam acara deklarasi di Kantor Kemenkumham, Jakarta, Kamis (6/1/2022) Deklarasi janji kinerja diucapkan oleh perwakilan pegawai dan diikuti oleh seluruh jajaran, baik yang hadir secara langsung di gedung Graha Pengayoman maupun secara virtual di seluruh Indonesia. Sekretaris Jenderal Kemenkumham hingga seluruh pegawai berjanji untuk menjaga kesehatan sehingga dapat berkinerja dengan produktif, melaksanakan perjanjian kinerja dengan profesional dan akuntabel, serta menyiapkan langkah antisipasi dan mitigasi untuk meminimalisasi risiko. Menurut Yasonna, janji kinerja dan komitmen tinggi dibutuhkan Kemenkumham, melihat tuntutan sejumlah Program Utama dan Prioritas Nasional (PN) yang diamanatkan Presiden kepada Kemenkumham. Tiga PN yang diemban Kemenkumham yakni peningkatan SDM berkualitas dan berdaya saing, revolusi mental dan pembangunan kebudayaan, dan memperkuat stabilitas Polhukhankam dan transformasi pelayanan publik. ""Kita memastikan agar program-program K/L dan Prioritas Nasional terealisasi dengan baik sesuai target yang telah ditetapkan,"" jelasnya.","Kamis, 6 Januari 2022 21:11","Janji Kinerja Kemenkumham RI Tahun 2022, Maksimalkan Layanan Publik Jadi Misi Utama"
"SURYA.co.id  - Kepala Staf Angkatan Udara (  KASAU )  Marsekal TNI Fadjar Prasetyo  baru saja menjajal  helikopter H225M  milik  Angkatan Udara Singapura . Kehebatan helikopter H225M milik AU Singapura memang tak bisa diremehkan. Helikopter ini merupakan hasil pengembangan dari keluarga Super Puma / Cougar. Melansir dari tni-au.mil.id, Kasau  Marsekal TNI Fadjar Prasetyo  mengunjungi Sembawang Air Base, dan meninjau Skadron helikopter H225M RSAF (Republic of Singapore Air Force), di Sqn 125 RSAF, Senin (3/1/2022). Kedatangan  KASAU  disambut langsung CAF RSAF, MG Kelving Khong dan jajar kehormatan prajurit RSAF. Kasau yang didampingi Korsahli Kasau, Asintel Kasau, Askomlek Kasau dan Kadispenau, berkesempatan terbang di atas Singapura menggunakan helikopter H225M, helikopter terbaru yang dioperasikan RSAF. Helikopter take off dari Sembawang Air Base dengan rute SBAB - SAFTI - St. John Island - Paya Lebar AB - SAAB. Kasau sangat terkesan selama penerbangan familiarisasi berkeliling Singapura dari udara. Kasau mengaku dapat melihat lebih dekat kondisi Singapura. ""Saya sangat terkesan dengan penerbangan ini, karena dapat mengenali Singapura lebih dekat,"" ujar Kasau. Selain pejabat TNI AU, penerbangan tersebut juga diikuti pejabat RSAF, Comd PC. Col Teo Soo Yeow dan Defence Atache Jakarta, Col Nicholas Lim. Di kesempatan yang sama, CAF RSAF, M.G. Kelvin Khong menyampaikan merasa terhormat atas kunjungan Kasau, karena menjadi negara pertama yang dikunjungi Kasau dalam kegiatan bilateral visit sebagai Kepala Staf Angkatan Udara. Kedua pimpinan angkatan udara meyakini kegiatan bilateral visit ini akan memberi manfaat signifikan dalam hubungan kedua angkatan udara. Kehebatan  Helikopter H225M","Kamis, 6 Januari 2022 14:03","KASAU Marsekal TNI Fadjar Prasetyo Jajal Helikopter H225M Angkatan Udara Singapura, ini Kehebatannya"
