content,date,title
"""Lucu lucu... mereka yang minta buat benahi yayasan sama sekolah... Eh malah saya yang disudutkan.. hayo kenapa? Karena saya sudah tahu dalang (pengen yayasan) hehe (diluar kasus)"".Status Yoris ini pun viral dan menjadi sorotan luas. Apalagi tak lama setelah itu, Yoris memutuskan ke luar dari kuasa hukum Rohman Hidayat, sejak 26 Mei 2022. Itu artinya, Yoris tak lagi berkongsi dengan sang ayah, Yosef Hidayah.   Dia beralasan ingin mengawal kasus pembunuhan ibu dan amel tanpa pendampingan. ""Mungkin kang heri dari awal sudah tahu. Saya ingin mengawal kasus mama sama amel tanpa pendampingan,"" alasannya. Yoris juga memastikan pencabutan kuasa juga dilakukan sang istri, Yanti Jubaedah. Saat ditanya alasannya, Yoris enggan mengungkapkan karena alasan pribadi. ""Mungkin itu lah nanti lah. Berproses ajaDari awal juga kang yoris pengen sendiri, tanpa ada PH,"" katanya. Yoris pun meminta agar masyarakat tetap mengawal kasus pembunuhan yang telah menewaskan ibu dan adiknya. ","J|u|m|a|t|,| |1|0| |J|u|n|i| |2|0|2|2| |1|2|:|4|6","UPDATE KASUS SUBANG, Eks Bendahara Curiga Pembunuhan Terkait Yayasan, Dana Bos Biang Keroknya?"
"""Saya menyampaikan pada dia (Silvio Junior) bahwa Persebaya ini mengutamakan kekeluargaan dan kekompakan,"" ucap Aji Santoso.""Saya tidak memandang dia yang dari Brasil, Jepang atau pemain lokal, saya menyampaikan bahwa kita ini adalah keluarga besar dari Persebaya Surabaya,"" terang Aji Santoso.Di luar itu, Aji juga menyebut bahwa pemain baru harus menyesuaikan dengan gaya bermain Persebaya, bukan sebaliknya.Khusus untuk Silvio Junior, Aji menyebut pemain tersebut dinilainya cukup bisa beradaptasi dengan permainan tim meski ini merupakan musim pertama pemain asal Brasil itu mencicipi kompetisi tanah air.""Saya sampaikan sama dia untuk melihat bagaimana cara bermain Persebaya, dia kayaknya mengerti, tinggal nanti dia butuh banyak waktu latihan bareng dengan tim,"" pungkas Aji Santoso. >>>Ikuti Berita Lainnya di News Google SURYA.co.id","J|u|m|a|t|,| |1|0| |J|u|n|i| |2|0|2|2| |1|4|:|3|5",Polisi Lakukan Penyekatan Bonek yang Akan Beri Dukungan Persebaya di Piala Presiden 2022
"SURYA.CO.ID - Kalina Oktarani secara terbuka mengungkapkan hubungan yang dia miliki dengan Sabrina Chairunnisa setelah banyak kabar buruk soal keduanya.Kalina Oktarani mengaku selama ini banyak mendapat cibiran dari publik mengenai dirinya dan Sabrina Chairunnisa, yang kini telah menjadi istri sah dari Deddy Corbuzier.Bahkan banyak pula kabar yang mengatakan dirinya menyesal telah bercerai dengan Deddy Corbuzier. Baca juga: BIODATA Ricky Miraza yang Diduga Menginap dengan Kalina Oktarani, Lebih Muda dari Eks Vicky PrasetyoMelalui tayangan Youtube Trans TV, Kamis (9/6/2022), Kalina Oktarani mengaku hubungannya dengan Sabrina Chairunnisa baik-baik saja, tak seperti yang dibicarakan publik selama ini.Dalam tayangan itu pula, Kalina Oktarani tak mau lagi dikaitkan dengan pernikahan Deddy Corbuzier dengan Sabrina Chairunnisa.""Aku enggak mau dikait-kaitkan dengan pernikahan mantan suami aku,"" tutur Kalina.Kalina juga tidak mau dibanding-bandingkan dengan Sabrina.Lantas, Kalina meminta agar warganet berhenti membandingkan dirinya dengan Sabrina.""Kayak waktu pertama kali Sabrina mucul juga di publik itu dibanding-bandingin juga sama aku 'Kalina lebih ini-ini',"" tutur Kalina.""Udahlah stop orang banding-bandingin mau misalkan cantikkan Sabrina atau cantikkan aku, jelekkan aku atau jelekkan Sabrina buat aku ya udah setiap manusia punya kekurangan.""""Karena orang jempolnya gergetan gatel kali ya kalau misalkan enggak banding-bandingin atau apa.""""Maksud aku gini kenapa sih orang selalu membandingkan kita, kita itu punya kelebihan dan kekurangan masing-masing,"" lanjut Kalina.Lebih lanjut, Kalina menjelaskan hubungannya dengan Sabrina baik-baik saja.Kalina sudah dekat dengan Sabrina.","J|u|m|a|t|,| |1|0| |J|u|n|i| |2|0|2|2| |1|8|:|0|5","Kalina Oktarani Beber Hubungan Sebenarnya dengan Sabrina Chairunnisa, Benarkah Menyesal Bercerai?"
"SURYA.co.id - Kelakuan oknum polisi di Bengkulu inisial BA sungguh keterlaluan setelah ditangkap dan diduga telah menyiksa asisten rumah tangga (ART) serta tak pernah membayar gaji.Tak cukup di situ, BA juga memberikan ancaman kepada ART-nya berinisial YA (22), jika nekat kabur maka akan digantung.Ancaman tersebut membuat nyali YA ciut hingga akhirnya dia melarikan diri karena tak kuat dengan siksaan yang diberikan oleh BA.""Saya sebenarnya sudah tidak tahan lagi, tapi saya diancam oleh majikan saya. kalau saya kabur atau teriak saya akan digantung,"" kata YA kepada TribunBengkulu.com, Kamis (9/6/2022).YA merupakan warga Desa Pagar Banyau, Kecamatan Armajaya, Kabupaten Bengkulu Utara.Sedangkan pelaku warga Kelurahan Sumur Dewa, Kota Bengkulu.YA mengaku punggungnya pernah disetrika.""Saya dipukul menggunakan tangan maupun besi, pernah juga disiram air panas. Bahkan saya pernah ditempelkan setrika panas di bagian punggung saya,"" ujar YA. Baca juga: SIAPA Anggota DPRD Surabaya dan Selingkuhan Digerebek Istri Muda? Sebelumnya Pilot dan PramugariYA kemudian berhasil diselamatkan oleh warga sekitar.Berikut kekejaman oknum polisi BA kepada ART-nya:Dari penuturan warga yang berada di sekitar lokasi kejadian, terduga pelaku pernah menganiaya terhadap korban dengan cara disiram air panas hingga dicekik menggunakan tali.""Korban ini sering dianiaya oleh majikannya, saat kami temui, seluruh tubuh korban banyak terdapat bekas luka bakar akibat disiram air panas,"" ujar salah satu warga yang tidak ingin disebutkan namanya.Selain itu, karena hal sepele, korban beberapa kali dipukul menggunakan tongkat polisi dan menggunakan besi hingga membiru dan membengkak.""Saat kami temui, wajah korban masih membiru akibat dipukul oleh istri pelaku, kakinya juga bengkak akibat pukulan menggunakan besi,"" ucapnya.","J|u|m|a|t|,| |1|0| |J|u|n|i| |2|0|2|2| |1|8|:|4|0","KEKEJAMAN Oknum Polisi Bengkulu, Punggung ART Disetrika, Siram Air Panas hingga Tak Mau Bayar Gaji"
"Penyekatan meminimalisir ke khawatiran banyak pihak tentang kejadian buruk jika Bonek away ke Bandung di Piala Presiden 2022, di mana babak penyisihan grup akan berlangsung selama 10 hari.""Mungkin yang disekat itu yang estafet, kalau naik angkutan umum kan pasti punya bekal. Kalau gak ada bekal, uang saku untuk beli tiket dan makan, ltu yang akan digiring kembali,"" jelasnya.""Ya biar mereka tidak merepotkan orang lain, atau resah tuan rumah selama ada di Bandung,"" pungkas Cak Cong.Di luar itu, ia berharap Bonek yang away ke Bandung bisa menjaga nama baik Bonek dan Persebaya.""Saya harap jaga nama baik Surabaya, Bonek dan Persebaya. Berada di kota orang, secara otomatis melekat membawa nama baik Persebaya, Bonek dan Surabaya. Itu harus dijaga, jangan berbuat melanggar hukum dan menjaga kondusifitas kota tuan rumah,"" pungkasnya. >>>Ikuti Berita Lainnya di News Google SURYA.co.id  ","J|u|m|a|t|,| |1|0| |J|u|n|i| |2|0|2|2| |1|4|:|5|8",Suporter Persebaya Bonek Wajib Tahu Hukuman jika Bawa dan Nyalakan Flare di Piala Presiden 2022
"SURYA.CO.ID, SURABAYA - Komisi A DPRD Kota Surabaya menghadirkan Komandan Lapangan Udara (Danlanud) Muljono Surabaya, Kolonel (Pnb) Mohammad Apon langsung dalam menyikapi sengketa rumah dinas TNI AU di Simo Gunung, Kelurahan Putat Jaya. Kecamatan Sawahan, Surabaya. Lembaga legislatif ini memediasi sengketa rumah dinas yang sudah berlangsung lama. Rumah-rumah itu ditempati purnawirawan dan ada juga yang disewakan. TNI AU sudah melalukan pendekatan persuasif setelah ada keputusan inkrah.Ada sekitar 108 rumah aset milik TNI AU itu, kebanyakan masih ditempati para purnawirawan. Hadir pula Lurah serta Camat Sawahan. Perwakilan purnawirawan hadir bersama kuasa hukumnya Beli Karamoy.""Warga purnawirawan resah, karena ada perintah pengosongan rumah dalam waktu 7x24 jam. Kalau tidak, akan ada pemutusan listrik. Sudah 15 rumah diputus aliran listriknya. Warga mempertanyakan keputusan tersebut,"" kata Beli, Jumat (10/6/2022).Beli Karamoy menegaskan, warga tetap mempertanyakan status Hak Pengelolaan Lahan (HPL) terhadap rumah tersebut dan meminta pengembalian batas wilayah rumah dinas. HPL ini yang menjadi sengketa.“Perlu batas pasti dari BPN sebagai acuan kami untuk mengkaji lebih mendalam. Kami ingin ada pembicaraan lagi dengan Danlanud,” kata Beli.Danlanud Apon mengatakan, setelah inkrah dilakukan upaya persuasi. Kemudian diawali pemutusan listrik dengan lebih dulu berkoordinasi dengan komando atas TNI AU.""Forum DPRD ini membantu kami menyampaikan secara gamblang terkait kebijakan penertiban rumah dinas. Bahwa status lahan di rumah dinas sudah inkrah. Inilah fakta hukum,"" ungkap Danlanud Apon.Ia juga mengatakan, bahwa para purwirawan yang ingin menempati rumah tersebut harus mengajukan surat ijin menghuni. Syaratnya, rumah di cat biru dan tidak boleh difungsikan sebagai tempat usaha. Apalagi disewakan.Sementara itu, anggota Komisi A DPRD Kota Surabaya Imam Syafii mengatakan, pihaknya tidak bisa mencampuri persoalan sengketa tersebut karena sudah inkrah.Sudah ada keputusan MA yang inkrah terkait gugatan warga terhadap hak pakai lahan (HPL) di kawasan rumah dinas tersebut.DPRD mendorong agar ada solusi terbaik dengan penyelesian yang humanis.""Kami tak mau terlibat dalam persoalan hukum ini. Kami membantu sebatas memediasi,"" kata Imam.","J|u|m|a|t|,| |1|0| |J|u|n|i| |2|0|2|2| |1|8|:|5|9",DPRD Hadirkan Danlanud Muljono Surabaya Atas Sengketa Rumah Dinas TNI AU di Simo Gunung
"SURYA.CO.ID, LAMONGAN - Seorang pria di Kabupaten Lamongan memakai cara nyeleneh untuk mempertahankan keutuhan rumah tangganya dengan sang istri.Hal ini terungkap saat konferensi pers Operasi Pekat Semeru 2022 digelar di Mapolres Lamongan, Jumat (10/6/2022).Pelakunya seorang suami berinisial SN dan korbannya adalah istri pelaku, ZN warga Kecamatan Deket yang sedang dalam proses perceraian.SN sejatinya ingin mempertahankan keutuhan rumah tangganya dengan ZN.Sayangnya, cara yang dilakukannnya justru melawan hukum.SN mengunggah foto yang diabadikan ketika istrinya telanjang dalam kamar mandi.Agar tak jadi menggugat cerai, SN mengunggah foto itu. Baca juga: Hadir di Studium Generale Ubaya, Erick Thohir Dorong Mahasiswa Lahirkan Start Up Lokal""Sang suami dengan inisial SN mengunggah konten pornografi atau gambar tidak senonoh istrinya dengan inisial ZN di media sosial melalui handphone-nya,"" kata Kasatreskrim Polres Lamongan AKP Komang Yogi Arya Wiguna saat dikonfirmasi wartawan usai konferensi pers hasil Operasi Pekat Semeru 2022, Jumat (10/6/2022).Pasangan SN dan ZN sebenarnya sudah dalam proses cerai.Pada suatu ketika, SN yang sudah lama pisah ranjang, mengabadikan ZN saat sedang mandi.""Pasangan ini sebenarnya sudah dalam proses cerai dan sudah pisah ranjang sudah lama,"" katanya.SN kemudian mengunggah foto yang diabadikan dengan handphone tersebut ke laman media sosialnya, yaitu Facebook.Ramai di media sosial, korban ZN berusaha mengontak SN dan memintanya menghapus unggahan tersebut.""Karena usaha pelapor tidak diindahkan terlapor, kemudian melaporkan kasus ini ke polisi,"" imbuhnya.","J|u|m|a|t|,| |1|0| |J|u|n|i| |2|0|2|2| |1|4|:|5|9","Tak Ingin Bercerai, Pria Lamongan Ini Malah Unggah Foto Sang Istri saat Berada di Kamar Mandi"
"SURYA.CO.ID, TUBAN - Penularan penyakit mulut dan kuku (PMK) yang biasanya menyerang sapi, juga menghampiri ternak kambing. Akibatnya para pedagang kambing pun terusir ke tepi jalan, setelah pasar kambing di jalan Pasar Bongkaran, Kelurahan Gedongombo, Kecamatan Semanding, ditutup sejak Kamis (9/6/2022) lalu.Penutupan pasar itu memang dilakukan untuk menghambat penyebaran PMK di Tuban, meski berdampak merugikan para pedagang kambing.Mereka akhirnya nekat menjual kambing-kambingnya di tepi jalan, meski sepi pembeli. Bahkan harga hewan ternak tersebut juga merosot akibat terdampak informasi mengenai PMK. ""Harga kambing turun, jadi jelas kerugian sudah di depan mata,"" kata Jono, pedagang kambing, Jumat (10/6/2022).Ia menjelaskan, satu ekor kambing jantan yang dibeli dari peternak seharga Rp 3 juta, kini hanya laku Rp 2,6 juta. Meski kambingnya dijual dengan harga murah, namun diakuinya tetapi sulit laku.Jika biasanya ia bisa menjual 2-3 ekor kambing per hari, kini untuk menjual 1 ekor pun sulit bukan main. ""Ini belum ada yang laku, sulit menjualnya sekarang. Semoga PMK segera tertangani dan pasar bisa segera dibuka,"" ujar Jono.Pedagang kambing lainnya, Sugiarto menyatakan hal yang sama. Menurutnya, penutupan pasar kambing sangat berdampak pada penjualan. Ia pun berharap wabah PMK segera berakhir, agar pasar bisa segera dibuka. ""Menjual satu saja sekarang tidak laku, belum tahu ditutup sampai kapan ini,"" pungkasnya.Sekadar diketahui, sebelumnya Pemkab Tuban juga melakukan penutupan pasar sapi. Tiga pasar hewan yang ditutup yaitu Tuban, Kerek dan Jatirogo selama periode 1-14 juni 2022. *****","J|u|m|a|t|,| |1|0| |J|u|n|i| |2|0|2|2| |1|8|:|4|7","Pedagang Kambing Tuban Berjualan di Tepi Jalan Akibat Pasar Ditutup, Harga Hancur Tetap Sulit Laku"
"SURYA.CO.ID, LAMONGAN - Kenaikan harga ayam sampai Rp 35.000 per KG saat ini merupakan masa menguntungkan bagi para peternak, seperti Lani (40) dan Dadang (61). Sayang, kenaikan harga itu belum sempat dinikmati kedua warga Desa Kebet, Kecamatan Lamongan Kota, gara-gara kandang peternakannya buyar berantakan disapu angin ribut, Kamis (9/6/2022) lalu.Kejadian angin disertai hujan tersebut sempat menumbangkan puluhan pohon, termasuk pohon besar di Pangkatrejo dan menghalangi KA saayang t hendak melintas. Ternyata bencana itu juga merusak dua kandang ayam potong, sejumlah rumah serta gudang huller di wilayah Pangkatrejo.Lani dan Dadang hanya bisa menyaksikan kandang peternakan ayamnya ambruk rata dengan tanah. Bedanya, kandang milik Dadang yang berukuran 9 x 45 meter belum diisi ayam peliharaannya.Meski begitu, Dadang sudah harus merugi sebelum menangguk untung dari beternak ayam karena kerusakan kandang itu membuatnya rugi sekitar Rp 100 juta. ""Kandang masih kosong, tidak ada ayamnya. Yang ada hanya peralatan dan perlengkapan kandang,"" kata Dadang saat ditemui SURYA, Jumat (10/6/2022).Berbeda dengan yang dialami korban Lani, yang dipastikab mengalami kerugian cukup besar. Karena di kandang miliknya yang berukuran 8 x 55 meter itu berisi 2.500 ekor ayam potong, sebanyak 500 ekor di antaranya mati, padahal belum siap panen.Dan masih ada sekitar 2.000 ekor ayam diselamatkan meski banyak yang semburat ke area persawahan. Kini ribuan ekot ayam yang selamat itu sementara dikumpulkan di dekat kandang dan dipagari dengan terpal di ekelilingnya.Lani belum menghitung pasti berapa puluh juta kerugian yang dialaminya. Kandang jelas tidak bisa diselamatkan lagi, tetapi ayam-ayamnya terpaksa dijual paksa sebelum masa panen. ""Ini baru berumur 24 hari. Dan idealnya ayam siap panen di usia 45 hari,"" kata Lani.Lani mengaku tertolong harga ayam yang sedang membaik. Meski harga membaik, jika dihitung biaya akibat musibah ini, ia tetap merugi. Ia bersyukur ada juragan yang membeli 200 ekor ayam miliknya yang belum cukup umur tersebut.Saat kejadian, Lani mengaku sedang berada di kandang, dan mendadak hujan dan angin begitu deras menghembus dari Utara. Ia hanya bisa terperangah ketika mendapati kandangnya ambruk disapu angin. ""Saya bersama tiga anak kandang selamat. Alhamdulillah tidak sampai ada korban jiwa,"" tuturnya.Kini sejumlah karyawan Lani membersihkan puing-puing sisa bangunan dan menyelamatkan sebagian barang yang tersisa. Lani belum bisa memastikan kapan membangun kembali kandang miliknya yang ambruk itu. *****","J|u|m|a|t|,| |1|0| |J|u|n|i| |2|0|2|2| |1|9|:|1|4","Harga Ayam Naik, Dua Peternak Lamongan Malah Rugi Puluhan Juta, Gara-Gara Kandang Disapu Angin"
"Berita BlitarSURYA.co.id | BLITAR - Sejumlah barista dan kedai kopi se-Blitar Raya berkumpul di acara Soekarno Coffee Fest 2022 di halaman Kantor Wali Kota Blitar, Jumat (10/6/2022). Acara yang diadakan untuk memeriahkan Bulan Bung Karno di Kota Blitar itu menjadi ajang memperkenalkan kopi khas Blitar ke masyarakat. Soekarno Coffe Fest dibuka oleh Wali Kota Blitar, Santoso dan dihadiri Kepala Staf Kepresidenan (KSP) Moeldoko, Jumat (10/6/2022) sore. Soekarno Coffe Fest berlangsung selama tiga hari sampai Minggu (12/6/2022).Acara itu diikuti sebanyak 40 kedai kopi se-Blitar Raya. Sejumlah kegiatan mulai Fun Brewing, Coffe Party, Sony Lukis, Soekarno Night Run, Coffee Talk Show akan memeriahkan acara Soekarno Coffe Fest. Salah satu peserta Soekarno Coffee Fest Blitar, Candra Purwita sangat mengapresiasi kegiatan Soekarno Coffee Fest Blitar. Baginya, acara festival kopi bisa menjadi ajang untuk mengenalkan kopi khas Blitar kepada masyarakat. ""Kami selalu mendukung event seperti ini. Kegiatan ini bisa menjadi ajang mengenalkan kopi khas Blitar,"" kata pemilik Kedai Seduh Keliling (Seling) itu. Menurutnya, festival kopi memang sudah pernah diadakan di Blitar.Tapi, karena pandemi, acara festival kopi di Blitar sempat berhenti beberapa tahun belakangan ini. ""Sebelum pandemi, sudah pernah ada festival kopi. Beberapa tahun ini berhenti karena pandemi,"" ujarnya. Candra sendiri fokus mengenalkan kopi dari petani Blitar.","J|u|m|a|t|,| |1|0| |J|u|n|i| |2|0|2|2| |2|2|:|2|6",Soekarno Coffee Fest 2022 Jadi Ajang Kenalkan Kopi Blitar
"Atribut yang dimaksud, antara lain berbentuk kain bendera berwana hijau dan putih, namun pada permukaannya terdapat tulisan perpaduan susunan kalimat dalam huruf hijaiyah. Kemudian, berapa dokumen berbentuk buku ataupun selebaran berbahan kertas. Buku yang dimaksud berupa buku bertema literatur, sedangkan tumpukan kertas yang dimaksud berupa lembaran surat. Lalu, ada tumpukan pamflet bertuliskan 'Indonesia Titik Awal Kebangkitan Khilafah' dengan perpaduan warna font tiap kata yang berbeda. Hingga, terdapat pula ID Card lengkap dengan foto wajah yang diduga anggota atau pimpinan kelompok tersebut. Semua atribut tersebut diperoleh penyidik dari beberapa ruangan di dalam masjid, seperti tidak ada yang luput dari pantauan petugas yang tersebar di seluruh area bangunan. Bahkan, selebaran yang tertempel di papan etalase penunjuk informasi dinding sisi utara masjid juga tak ketinggalan untuk dicabut oleh petugas. Setelah itu, semua barang atribut hasil penggeledahan tersebut digelar di ruang utama atau serambi masjid untuk dilakukan proses dokumentasi oleh penyidik. Baca juga: Pimpinan Khilafatul Muslimin Surabaya Raya Resmi Jadi Tersangka, Terbukti Kampanyekan Paham KhilafahSekitar pukul 17.30 WIB, satu persatu tumpukan barang bukti yang telah dinomori dan didokumentasikan untuk kepentingan penyidik tersebut dipindahkan ke dalam bak mobil pikap milik petugas.""Barang bukti disita 63 buah. Baik itu dalam bentuk buku lefletz brosur bendera dan sebagainya,"" ungkap Kabid Humas Polda Jatim Kombes Pol Dirmanto pada awak media. ","J|u|m|a|t|,| |1|0| |J|u|n|i| |2|0|2|2| |1|7|:|2|9",Polisi Ungkap Sumber Pendanaan Kelompok Khilafatul Muslimin Surabaya Raya
"Lowongan Kerja MalangMarketing, Engineer, Admin, Sopir B1 Umum- Lamar ke Jln. Laksamana Martadinata 119 MalangKaryawati untuk Toko Sembako (Serabutan)- Usia maks 40 thn- Jujur, cekatan, ulet, & telaten- Hub no WA 08123397711/ 082334895142Sopir Keluarga- Untuk kendaraan matic- Berpengalaman- Malang - Surabaya serabutan- Usia maks 40 thn- Kirim lamaran tertulis ke Wilis Indah A6 Malang>>>Ikuti Berita Lainnya di News Google SURYA.co.id","J|u|m|a|t|,| |1|0| |J|u|n|i| |2|0|2|2| |1|3|:|5|5","Lowongan Kerja Surabaya 10 Juni 2022, Ada Berbagai Loker Mulai dari Admin, Staf, hingga Serabutan"
"Berdasarkan pantauan kami masih landai. Sekalipun demikian, kami tetap lakukan sejumlah antisipasi termasuk lewat giat vaksinasi,"" ujar Ridwan.Hingga saat ini, vaksinasi dosis ketiga di Surabaya telah mencapai 1.070.344 jiwa (KTP Surabaya sebanyak 764.608 jiwa).""Vaksinasi ini akan terus kami lakukan sebagai bentuk dalam menjaga herd immunity,"" tandas Ridwan.Untuk diketahui, Juru Bicara Satuan Tugas (Satgas) Penanganan Covid-19, Wiku Adisasmito mengatakan, kasus positif Covid-19 mengalami kenaikan 31 persen dalam tiga pekan terakhir.""Jika dilihat pada grafik kasus positif Covid-19 mingguan terjadi kenaikan 571 atau 31 persen dari kasus tanggal 22 Mei 2022, itu dari 1.814 menjadi 2.385 kasus mingguan,"" kata Wiku dalam konferensi pers melalui kanal YouTube BNPB, Rabu (8/6/2022).Namun, ia mengatakan, terdapat 5 provinsi yang mengalami kenaikan kasus aktif Covid-19 dalam satu pekan terakhir.Kelima provinsi tersebut yakni, DKI Jakarta (30 persen), Banten (38 persen), Jawa Barat (18 persen), DI Yogyakarta (45 persen), dan Jawa Timur (37 persen).""Meskipun mengalami kenaikan kasus aktif namun masih cenderung menunjukkan penurunan angka kematian dan masih terjaganya persentase BOR di bawah 3 persen,"" tuturnya.","J|u|m|a|t|,| |1|0| |J|u|n|i| |2|0|2|2| |1|7|:|1|6","Covid-19 di Surabaya Sumbang Kasus Tertinggi di Jatim, Tapi RS Kosong dan Angka Kematian Nihil"
"Ameena tiba-tiba menangis saat tiba di Bali. Tubuh Anak Atta Halilintar dan Aurel hermansyah itu juga merah-merah.Diketahui YouTuber Atta Halilintar dan Aurel Hermansyah tengah mengajak Ameena berlibur ke Bali. Mereka menyewa villa mewah, yang ditempati bersama kru dan teman-teman terdekat.Saat perjalanan menuju ke villa, Atta Halilintar menceritakan momen Ameena menangis.""Tadi habis nangis gara-gara papa pakai gendongan, kejepit sayang,"" kata Atta Halilintar, dikutip dari YouTube AH (7/6/2022).""Merah semua dong pak,"" sahut kameramen.""Iya, merah semua. Jadi pakai gendongan nih aku gak mau,"" jawab Atta Halilintar menyesal.Meski begitu, Ameena kembali tampak ceria saat digendong Atta Halilintar.Potret Ameena Liburan di BaliBeberapa waktu lalu, Ameena berlibur ke Bali bersama kedua orangtuanya. Selama perjalanan, Ameena anteng di pelukan Atta Halilintar.Hari pertama di Bali, Ameena bersama Atta Halilintar dan Aurel Hermansyah mengelilingi villa yang mereka sewa.Selepas itu, Ameena ditemani Aurel Hermansyah menikmati sore dan hawa sejuk Bali sambil bermain air di kolam renang.Berikut potret Ameena Hanna Nur Atta saat hari pertama sampai di Bali,1.  Ameena perjalanan ke Bali 2. Melihat-lihat Villa yang mereka sewa3. Ameena menikmati pemandangan Bali4.5. Bermain air kolam","J|u|m|a|t|,| |1|0| |J|u|n|i| |2|0|2|2| |1|8|:|0|1","Ekspresi Ameena Hanna saat Dinasihati Atta Halilintar Disorot, Aurel Hermansyah: Malah Ngeledek"
"Ternyata file foto-foto dan video tersebut terus disimpan oleh pelaku. Nah, ketika mereka putus, file ini menjadi jurus pelaku dalam melampiaskan kemarahannya.Dia minta balikan, tapi korban menolak, sehingga nekat menyebarkan foto dan video itu ke situs dewasa dan ke beberapa media sosial.Bahkan, pelaku juga menyebarkan video dan foto-foto korban yang tanpa busana itu ke teman-temannya.Dia seolah sengaja mempermalukan mantan pacarnya itu di hadapan semua orang, termasuk teman-temannya sendiri.BACA BERITA SURYA.CO.ID DI GOOGLE NEWS LAINNYA","J|u|m|a|t|,| |1|0| |J|u|n|i| |2|0|2|2| |1|6|:|0|6","Suami di Lamongan Nekat Sebar Foto Syur Istri Lagi Mandi di Facebook, Alasannya Tak Mau Dicerai"
"Eril DitemukanDiwartakan sebelumnya, Eril ditemukan di Bendungan Engehalde pada Rabu (8/6/2022) sebelum pukul 06.50 waktu setempat.Jasad Eril ditemukan setelah 14 hari dinyatakan hilang di Sungai Aare Swiss, atau tepatnya pada 26 Mei 2022.Sementara itu, Ridwan Kamil langsung menuju Swiss setelah mendengar kabar jasad anaknya ditemukan.Ia mengajukan cuti ke Kementerian Dalam Negeri (Kemendagri) mulai tanggal 9 sampai 19 Juni 2022.Kronologi penemuan ErilEril ditemukan dalam keadaan tidak bernyawa. Menurut hasil forensik, Eril tenggelam karena mengalami kondisi darurat.Dikutip dari Kompas.com, Duta Besar Republik Indonesia di Bern, Muliaman Hadad, menjelaskan saat ini sedang dalam proses pengurusan seluruh persyaratan untuk memulangkan Eril ke Tanah Air.Proses itu dilakukan setelah penyerahan dari kepolisian setempat kepada Kejaksaan Negeri Bern.Sebelum tenggelam, Eril ternyata melarang ibunya yaitu Atalia Praratya untuk ikut berenang.Menurut Ridwan Kamil, larangan itu disampaikan Eril, karena ingin mengecek keamanan arus Sungai Aare.""Pada saat peristiwa pun, dia melakukan perlindungan kepada ibunya, dengan melarang ibunya ikut. Untuk mengetes dulu dan lain sebagainya,"" kata Ridwan Kamil.Lama terdiam, Ridwan Kamil melanjutkan bicaranya.""Jadi yah itulah karakternya,"" lanjut Ridwan Kamil menahan tangis.","J|u|m|a|t|,| |1|0| |J|u|n|i| |2|0|2|2| |1|6|:|4|6","Janji Nabila Ishma Kekasih Anak Ridwan Kamil setelah Jenazah Eril Ditemukan, Ada 2 Hal"
"""Jadi di lokasi, hanya ada pelapor dengan si perempuan yang dilaporkan. Kemudian saat itu secara kasat mata memang ada bekas seperti cakaran kuku di leher, tapi itu sangat minim sekali,"" imbuhnya. Baca juga: Nasib Mama Muda di Riau Tak Kuat Tahan Nafsu Bawa Pria Selingkuhan Tetangga Desa dan Dipergoki WargaMeski begitu, polisi tetap melayani laporan MR untuk divisum guna menguatkan dugaan penganiayaan padanya.""Hasil visum belum terbit. Nanti akan kami arahkan mediasi karena juga permintaan dari keluarga pelapor,"" bebernya.Disinggung terkait motif yang melatarbelakangi penganiayaan itu, Agung masih belum bisa memastikan.""Kami masih tahap lidik. Sebatas menginterogasi saja. Itu pun terkait dengan dugaan tindak pidana penganiayaan antara pelapor dengan peremouan yang tahu wajahnya tapi tidak tahu identitasnya. Itu yang kami dalami. Selebihnya, tidak bisa kami berasumsi,"" tandasnya.Sebelumnya,dikabarkan MR mendatangi apartemen di Surabaya Barat yang diduga salah satu kamarnya dihuni oleh MAH, seorang anggota DPRD Kota Surabaya dari fraksi PKB.Kronologi penggerebekanMAH digrebek istri siriany di sebuah kamar apartemen wilayah Surabaya Barat, Kamis (9/6/2022) dini hari.Perempuan berinisial MR itu terpaksa mendatangi kamar apartemen milik MAH karena yang bersangkutan pergi tak ada kabar selama beberapa pekan. Baca juga: Nasib Mama Muda di Gorontalo Dituduh Selingkuhi Pria Lain Sempat Minggat, Suami Cemburu dan KalapDi dalam kamar itu, MAH sang suami sirinya ternyata tengah berduaan bersama perempuan berinisial H.Tak terima dengan penggerebekan itu, H lalu memaki MR dan menganiayanya hingga berujung aduan ke polisi.Kapolsek Dukuh Pakis, Kompol Agung Widoyoko membenarkan aduan tersebut.""Sabtu tanggal 11 nanti akan kami lakukan mediasi,"" kata Agung, kepada wartawan, Kamis (9/6/2022).Diketahui, MAH adalah salah satu oknum anggota DPRD Kota Surabaya dari Fraksi PKB.","J|u|m|a|t|,| |1|0| |J|u|n|i| |2|0|2|2| |1|7|:|1|2",SIAPA Anggota DPRD Surabaya dan Selingkuhan Digerebek Istri Muda? Sebelumnya Pilot dan Pramugari
