content,date,title
"SURYA.co.id - Inilah urutan bacaan tahlil dan yasin yang biasa dibaca saat Hari Jumat.Sekadar info, Surat Yasin boleh dibaca bersamaan tahlil. Lantas, bagaimana urutan bacaannya?Urutan Bacaan Tahlil1. Pengantar Al-FatihahMembaca Al Fatihah untuk Nabi Muhammad SAW, guru-guru, orangtua yang sudah meninggal (ahli kubur)إلَى حَضْرَةِ النَّبِيِّ الْمُصْطَفَى مُحَمَّدٍ صَلَّى اللهُ عَلَيْهِ وَسَلَّمَ وَالِهِ وَصَحْبِهِ شَيْءٌ لِلّهِ لهُمُ الْفَاتِحَةُIla hadrotin nabiyil musthofa muhammadin Shollallahu 'alaihi wasallam, wa alihi wa shohbihi syaiun lillahi lahumul fatihah..ثُمَّ إلَى حَضْرَةِ إِخْوَانِهِ مِنَ اْلأَنْبِيَاءِ وَالْمُرْسَلِيْنَ وَاْلأَوْلِيَاءِ وَالشُّهَدَاءِ وَالصَّالِحِيْنَ وَالصَّحَابَةِ وَالتَّابِعِيْنَ وَاْلعُلَمَاءِ وَاْلمُصَنِّفِيْنَ وَجَمِيْعِ اْلمَلاَئِكَةِ اْلمُقَرَّبِيْنَ، خُصُوْصًا سَيِّدنَا شَيْخِ عَبْدِ اْلقَادِرِ الجَيْلاَنِي رَضِيَ اللهُ عَنْهُ اَلْفَاتِحَة،Tsumma ila hadroti ikhwanihi mibal anbiyaai wal mursaliin wal awliyaai wasyuhadaai washoolihiina washohaabati wattabi'iina wal 'ulamaai wal mushonnifiina wa jamii'il malaaikatil muqarrabiin, khushushon sayyidina syech abdul qadir al jailani radhiya Allahu 'anhu al fatihah...ثُمَّ إلَى جَمِيْعِ أَهْلِ اْلقُبُوْرِ مِنَ الْمُسْلِمِيْنَ وَالْمُسْلِمَاتِ وَالْمُؤْمِنِيْنَ وَالْمُؤْمِنَاتِ مِنْ مَشَارِقِ اْلاَرْضِ إلَى مَغَارِبِهَا بَرِّهَا وَبَحْرِهَا خُصُوْصًا اِلَا أبَائِنَا وَأُمَّهَاتِنَا وَأَجْدَادَنَا وَجَدَّاتِنَا وَمَشَايِخَنَا وَمَشَايِخَ مَشَايِخِنَا وَلِمَنِ اجْتَمَعْنَا هَهُنَا بِسَبَبِهِ شَيْءٌ لِلّهِ لَهُمُ الْفَاتِحَة..Tsumma ila jami'i ahlil kubur minal muslimiina wal muslimaati walmukminiina wal mukminaati min masyaariqil ardhi ila maghoo ribiha barriha wa bahriha, khushushon ilaa abaainaa wa ummahaatiba wa jdaadanaa wa haddaarina wa masyaayikhonaa wa masyaayikhina wa limanijtama'na hahuna bisababihi syaiun lillaahi lahumul fatihah ..2. Al Fatihahبِسْمِ اللهِ الرَّحْمَنِ الرَّحِيْمِ. اَلْحَمْدُ لِلهِ رَبِّ الْعَالَمِيْنَ. اَلرَّحْمَنِ الرَّحِيْمِ. مَالِكِ يَوْمِ الدِّيْنِ. اِيَّاكَ نَعْبُدُ وَاِيَّاكَ نَسْتَعِيْنُ. اِهْدِنَا الصِّرَاطَ الَّمُسْتَقِيْمَ. صِرَاطَ الَّذِ يْنَ اَنْعَمْتَ عَلَيْهِمْ غَيْرِ الْمَغْضُوْبِ عَلَيْهِمْ وَلَا الضَّالِّيْنَ. اَمِينْBismillaahirrohmaanirrohiim. Alhamdulillaahi robbil'aalamiin. Arrohmaanir rohiim. Maalikiyaumiddin. Iyyaakana'budu wa iyyaakanasta'iin. Ihdinash shiroothol mustaqiim. Shiroothol ladziina an'amta' alaihim ghoiril maghdhuubi'alaihim waladhaalliin.","J|u|m|a|t|,| |1|0| |J|u|n|i| |2|0|2|2| |1|5|:|5|8",Urutan Bacaan Tahlil dan Yasin yang Biasa Dibaca pada Hari Jumat
"Sayangnya, setelah itu Fadia gagal memanfaatkan bola tanggung usai pukulan kerasnya harus membentur net.Beruntung Apriyani/Fadia mampu merebut poin berikutnya untuk menutup paruh gim kedua dengan keunggulan 11-7.Kesalahan kembali dilakukan Fadia yang tak mampu memanfaatkan bola tanggung di depan net. Untungnya, gantian pemain Korea yang melakukan kesalahan usai pengembalian bola yang terlalu melebar.Apriyani/Fadia masih dalam kondisi mengontrol pertandingan setelah masih menjaga keunggulan 14-11.Meski begitu, Lee/Shin terus mengancam Apriyani/Fadia, mereka menempel ketat dengan selisih satu poin saja saat skor 15-16.Permainan reli panjang yang diakhir permainan netting akhirnya membuat kedudukan kembali sama 16-16.Namun setelah itu, Apriyani/Fadia langsung melesat mencetak lima poin langsung untuk mengambil gim kedua dengan kemenangan 21-16.Berlanjut ke gim pamungkas, permainan ketat dengan reli-reli panjang yang menguras stamina kembali terjadi.Sempat tertinggal dua angka, Apriyani/Fadia mampu menyamakan keduudkan saat skor 6-6.Jual beli serangan terus terjadi, kedua pasangan silih bergantu saling menambah angka hingga skor masih sama kuat 8-8.Apriyani/Fadia mampu unggul pada interval dengan skor 11-9 berkat servis yang tak sempurna dari pemain Korea.Berlanjut ke gim pamungkas, permainan ketat dengan reli-reli panjang yang menguras stamina kembali terjadi.Sempat tertinggal dua angka, Apriyani/Fadia mampu menyamakan keduudkan saat skor 6-6.Jual beli serangan terus terjadi, kedua pasangan silih bergantu saling menambah angka hingga skor masih sama kuat 8-8.","J|u|m|a|t|,| |1|0| |J|u|n|i| |2|0|2|2| |1|6|:|5|9",Hasil Indonesia Masters 2022 - Apriyani/Faida Tantang Jagoan Malaysia di Semifinal Usai Pukul Korsel
"SURYA.CO.ID - Berikut deretan aplikasi yang bisa digunakan untuk melihat chat di akun WhatsApp si doi dari kejauhan tanpa ketahuanTerkadang, seseorang penasaran dengan pesan dan panggilan di akun WhatsApp pasangannya. Terlebih, jika pasangannya memperlihatkan gerak-gerik yang mencurigakan.Pasalnya, tidak sedikit orang menggunakan WhatsApp untuk menjalin hubungan spesial dengan orang lain.Hal ini tak lepas karena WhatsApp merupakan layanan berkomunikasi yang gampang.Tapi tak perlu khawatir, ada sejumlah aplikasi yang bisa Anda gunakan untuk memantau akun WhatsApp pasangan secara mudah dari kejauhan.Anda pun bisa membuktikan kecurigaan secara aman dan tanpa ketahuan.Melansir Kompas.com dalam artikel yang berjudul 'Aplikasi Sadap WhatsApp, Bisa Baca Pesan Tanpa Ketahuan', WhatsApp diklaim memiliki tingkat keamanan enkripsi end-to-end WhatsApp. Fitur ini memastikan bahwa hanya Anda dan orang yang berkomunikasi dengan Anda saja yang dapat membaca atau mendengarkan apa yang dikirim, dan tidak ada siapa pun di antaranya, bahkan WhatsApp.Hal ini karena, dengan enkripsi secara end-to-end, pesan Anda diamankan dengan sebuah kunci.Meski demikian ada beberapa aplikasi yang secara tidak langsung bisa dimanfaatkan untuk memata-matai WhatsApp pengguna, atau dengan kata lain menyadap WhatsApp pengguna. Baca juga: 3 LANGKAH MUDAH Bikin Link Grup WhatsApp Sendiri, Tak Perlu Repot Masukkan Satu-satu Member1. SpyierSpyier sebagaimana dikutip dari laman resmi Spyier adalah aplikasi pemantau ponsel dan tablet.Aplikasi ini bukan aplikasi gratis. Pengguna harus membayar sejumlah biaya untuk bisa mendapatkan berbagai fasilitas pemantauan ponsel.Dikutip dari TechTimes, Spyier adalah salah satu aplikasi yang bisa dimanfaatkan penggunanya untuk memata-matai WhatsApp dengan sangat mudah.","J|u|m|a|t|,| |1|0| |J|u|n|i| |2|0|2|2| |1|3|:|1|9","DERETAN APLIKASI untuk Lihat Chat di Akun WhatsApp Doi dari Kejauhan, Aman Tanpa Ketahuan"
"Ketua Kontingen Porprov Koni Kota Batu, Sentot Ariwahyudi menambahkan, para atlet yang berangkat mewakili Kota Batu adalah para putra-putri terbaik.Ia memohon doa dan dukungan masyarakat Kota Batu agar tujuan di Porprov Jatim VII ini berhasil.""Jadi target 10 emas itu bukan permintaan KONI, itu berdasarkan hitungan dari pelatih. Kami sudah memetakannya,"" ungkapnya.Sentot menyatakan, para kontingen dari Kota Batu sudah dipersiapkan sejak 2020.Sejatinya Porprov Jatim VII akan berlangsung pada 2021, namun karena pandemi, Porprov Jatim VII diundur pada 2022.""Akhir pekan ini ada pembinaan mental untuk para atlet. Kami telah mempersiapkan ini jauh-jauh hari, sejak 2020, 2021 dan 2022,"" paparnya.Kontingen Kota Batu untuk kloter 1 akan berangkat pada 20 Juni 2022.KONI Kota Batu menyediakan anggaran Rp 1.5 miliar untuk ajang Porprov Jatim VII.Pengurus KONI Batu cukup optimis target bisa diraih, bahkan berpeluang besar melebihi target 10 emas.BACA BERITA SURYA.CO.ID DI GOOGLE NEWS LAINNYA","J|u|m|a|t|,| |1|0| |J|u|n|i| |2|0|2|2| |1|5|:|1|0",Kontingen Kota Batu Menargetkan 10 Emas di Porprov Jatim VII
"SURYA.CO.ID, SURABAYA - Terungkap motif remaja perempuan berinisial P (20) juga ibu sekaligus tersangka pembuang jasad bayi laki-laki yang ditemukan di parit permukiman Jalan Jemur Ngawinan 1, RW 02, Jemur Ngawinan, Wonocolo, Surabaya pada Rabu (8/6/2022). Tersangka mengaku kepada penyidik, bahwa dirinya malu dengan kondisi tubuhnya yang sedang mengandung anak. Apalagi kehamilan tersebut berlangsung hingga si jabang bayi terlahir dalam status di luar pernikahan.""Sehingga ketika melakukan kegiatan yang tidak benar ini, karena terdorong dengan rasa malu, karena aib,"" ujar Kapolsek Wonocolo, Kompol Roycke Hendrik Fransisco di Mapolsek Wonocolo, Jumat (10/6/2022). Mengenai bagaimana P memperoleh kehamilannya itu, apakah dugaan hasil hubungan gelap atau akibat dari kekerasan seksual yang dialaminya? Kompol Roycke Hendrik enggan berspekulasi mengenai hal tersebut. Karena proses penyelidikan lanjutan untuk mengembangkan kasus tersebut masih terus akan dilakukan oleh pihaknya. ""Kami masih mencari fakta yang baru. Banyak kemungkinan. Mengingat kondisi perempuan lebih tahu dari laki-laki, kondisi melahirkan secara normal tanpa bantuan siapa pun, itu menurut kami dari hasil koordinasi tim ahli, itu sangat luar biasa. Hasil dari dokter, P ini sudah hidup saja sudah bersyukur,"" pungkasnya. Sekadar diketahui, sesosok jasad bayi berjenis kelamin laki-laki ditemukan teronggok di dasar parit yang membelah permukiman kawasan Jalan Jemur Ngawinan 1, RW 02, Jemur Ngawinan, Wonocolo, Surabaya pada Rabu (8/6/2022), pukul 09.00 WIB, . Mayat bayi tersebut berukuran panjang tubuh sekitar 0,5 meter, dengan berat badan sekitar dua kilogram. Baca juga: KRONOLOGI LENGKAP Remaja Buang Bayinya ke Selokan di Wonocolo Surabaya, Mengaku Bersalin Sendirian Baca juga: Niatnya Mau Buang Air Kecil, Pemuda di Surabaya Malah Temukan Jasad Orok di Selokan Wonocolo Baca juga: Pelaku Pembuang Jasad Bayi di Selokan Wonocolo Surabaya Berhasil Ditangkap, Polisi; Masih DiperiksaDari kondisi luar, organ tubuh bayi tersebut tampak masih lengkap, bahkan dengan kondisi tali pusar yang masih menempel atau belum dipotong seusai dilahirkan. Kondisi kulitnya tampak pucat, tidak didapati adanya bercak darah. Mengingat masih lengkapnya kondisi organ luar tubuh bayi dan tanda pembusukan belum tampak, diperkirakan bayi tersebut dibuang dalam usia satu hari setelah dilahirkan. Mayat bayi tersebut teronggok dalam posisi tubuh miring di dasar parit sedalam 1,5 meter dan lebar sekitar tiga meter.  ","J|u|m|a|t|,| |1|0| |J|u|n|i| |2|0|2|2| |1|3|:|3|1",TERUNGKAP Motif Remaja Buang Bayinya yang Baru Dilahirkan di Selokan Wonocolo Surabaya
"Ia juga berkomunikasi dengan keduanya.""Zubaidi harus tetap semantat ya, harus bisa, tetap bisa. Nanti bisa sekolah lagi, ya toh?"" ungkap Panglima TNI.Sementara saat menjenguk Sudirno, Panglima TNI bicara mengenai tugas dinas berikutnya untuk Sudirno dan Zubaidi.""Sudirno sama kayak Zubaidi, saya akan pindahkan.""""Jadi saya tetap ingin Sudirno juga tetap dinas tapi di tempat yang mungkin paling diinginkan karena apa?Karena supaya, ini kan jangka panjang,"" ungkapnya dalam video.Pimpinan tertinggi tiga matra TNI itu juga berterima kasih kepada tim medis RSPAD Gatot Subroto dalam penanganan Sudirno dan Zubaidi.""Terima kasih semuanya, tim dokter yang telah membantu,"" ucap dia.Sebelumnya, Sudirno dan Zubaidi terkena baku tembak di Papua telah terangkum dalam pemberitaan TribunPapua.com.Saat itu peristiwa terjadi di Kampung Kimak, Distrik Ilaga, Kabupaten Puncak, Papua, Sabtu (4/4/2022) dini hari.Baku tembak berlangsung saat prajurit Satgas Kodim Yonif R 408/SBH hendak kembali ke markas, usai mengantarkan logistik ke Pos Koramil Wuloni dan Pos Koramil Mayuberi.Saat kembali ke Ilaga sekira pukul 00.48 WIT, truk yang ditumpangi 10 prajurit TNI diadang Kelompok Kriminal Bersenjata (KKB).“Kejadiannya kontak tembak tersebut terjadi dinihari sekitar pukul 00.48 WIT di Kampung Kimak, Distrik Ilaga,” kata Kapendam XVII/Cenderawasih Letkol Kav Herman Taryaman, Sabtu (30/4/2022).Akibatnya, dua prajurit TNI mengalami luka tembak.","J|u|m|a|t|,| |1|0| |J|u|n|i| |2|0|2|2| |1|8|:|1|9","5 Pekerjaan Dicurigai KKB Papua Sebagai Intel TNI/Polri, Termasuk Terbaru Tukang Ojek Tewas Dibacok"
"SURYA.CO.ID, SURABAYA - Remaja perempuan berinisial P (20) juga ibu sekaligus pelaku pembuang jasad bayi yang ditemukan di parit permukiman Jalan Jemur Ngawinan 1, RW 02, Jemur Ngawinan, Wonocolo, Surabaya, terancam tujuh tahun penjara.Hal itu disampaikan oleh Kapolsek Wonocolo, Kompol Roycke Hendrik Fransisco, berdasarkan hasil pemeriksaan awal terhadap pelaku yang kini telah berstatus tersangka.Tersangka bakal dikenai Pasal 341 KUHP Jo Pasal 44 ayat 3 UU No 23 tahun 2004 tentang kekerasan dalam rumah tangga. Dengan perkara seorang ibu yang karena takut akan melahirkan anak. Pada saat anak dilahirkan atau tidak lama kemudian dengan sengaja merampas nyawa anaknya diancam hukuman, karena membunuh anaknya sendiri.""Berdasarkan Pasal 341 KUHP Jo Pasal 44 ayat 3 UU No 23 tahun 2004 maksimal tujuh tahun penjara,"" ujar Roycke di Aula Mapolsek Wonocolo, Jumat (10/6/2022).Sementara itu, penyidik Polsek Wonocolo menangkap P hanya empat jam setelah melakukan penyelidikan, usai memperoleh laporan penemuan jasad bayi tersebut pada pukul 09.00 WIB.Hasil penyidikan terhadap P, ternyata bayi tersebut dibuang sekitar pukul 03.00 WIB, di hari yang sama, yakni Rabu (8/6/2022).Sedangkan usia kandungan bayi sebelum dilahirkan, ternyata mencapai delapan bulan.Hingga saat ini, proses pengembangan atas kasus tersebut masih terus dilakukan oleh pihak penyidik Unit Reskrim Polsek Wonocolo.Sekadar diketahui, sesosok jasad bayi berjenis kelamin laki-laki ditemukan teronggok di dasar parit yang membelah permukiman kawasan Jalan Jemur Ngawinan 1, RW 02, Jemur Ngawinan, Wonocolo, Surabaya pada Rabu (8/6/2022), pukul 09.00 WIB, . Mayat bayi tersebut berukuran panjang tubuh sekitar 0,5 meter, dengan berat badan sekitar dua kilogram. Baca juga: Niatnya Mau Buang Air Kecil, Pemuda di Surabaya Malah Temukan Jasad Orok di Selokan Wonocolo Baca juga: Pelaku Pembuang Jasad Bayi di Selokan Wonocolo Surabaya Berhasil Ditangkap, Polisi; Masih DiperiksaDari kondisi luar, organ tubuh bayi tersebut tampak masih lengkap, bahkan dengan kondisi tali pusar yang masih menempel atau belum dipotong seusai dilahirkan. Kondisi kulitnya tampak pucat, tidak didapati adanya bercak darah. Mengingat masih lengkapnya kondisi organ luar tubuh bayi dan tanda pembusukan belum tampak, diperkirakan bayi tersebut dibuang dalam usia satu hari setelah dilahirkan. Mayat bayi tersebut teronggok dalam posisi tubuh miring di dasar parit sedalam 1,5 meter dan lebar sekitar tiga meter.  ","J|u|m|a|t|,| |1|0| |J|u|n|i| |2|0|2|2| |1|3|:|1|6",Remaja Perempuan yang Buang Jasad Bayi di Selokan Wonocolo Surabaya Terancam 7 Tahun Penjara
"Berita NganjukSURYA.co.id | NGANJUK - Pemkab dan Polres Nganjuk melakukan sterilisasi Pasar Hewan Kedondong Nganjuk.Hal itu dilakukan dalam rangka pencegahan penyebaran penyakit mulut dan kuku (PMK) yang saat ini masih menyerang hewan ternak di Nganjuk.  Kapolres Nganjuk, AKBP Boy Jeckson Situmorang, menjelaskan dilakukanya kerja bhakti membersihkan dan sterilisasi pasar hewan terbesar di Nganjuk yang ditutup sementara sejak dua pekan lalu sebagai wujud kepedulian bersama dari merebaknya PMK.""Pasar hewan merupakan tempat paling rawan tersebarnya PMK. Untuk itu kami melakukan kerja bakti membersihkan dan melakukan penyemprotan disinfektan agar pasar hewan ini steril,"" kata Boy Jeckson didampingi Kasi Humas Polres Nganjuk, Iptu Supriyanto, Jumat (10/6/2022).Di samping itu, dikatakan Boy Jeckson, Kerja bakti yang dilakukan juga untuk menyongsong Hari Bhayangkara ke-76 pada 1 Juli mendatang.Kegiatan pembersihan pasar hewan juga merupakan satu dari serangkaian upaya dan keseriusan Polres Nganjuk dalam menanggulangi PMK.""Semua ini kita lakukan demi kepentingan masyarakat, terlebih mengingat Idul Adha sudah semakin dekat,"" ucap Boy Jeckson.Lebih lanjut dikatakan Boy Jeckson, pihaknya bersmaa Pemkab Nganjuk telah menerapkan berbagai strategi guna menangkal wabah yang menyerang ribuan sapi di Nganjuk tersebut.Bahkan, sejak beberapa waktu lalu, Polres Nganjuk dan Dinas Pertanian Nganjuk telah membentuk tim yang secara khusus mendatangi lokasi dan memeriksa kesehatan hewan ternak milik warga.Petugas, menurut Boy Jeckson, juga mendirikan titik pemeriksaan (check point) di jalur lintas hewan ternak yang akan dijual ke pasar hewan.Apabila ditemukan hewan yang terindikasi dijangkiti PMK, akan diperintahkan putar balik ke daerah asal.Adapun titik penyekatan tersebut ada di Kertosono ( perbatasan Nganjuk-Jombang), Desa Sambikerepb (Nganjuk-Bojonegoro), Wilangan (Nganjuk-Madiun), dan Desa Cerme (Nganjuk-Kediri).""Selain itu juga dilakukan penyuluhan PMK kepada warga atau peternak, penutupan sejumlah pasar hewan, hingga lockdown dan stersilasi kandang hewan di tingkat desa,"" ujar Boy Jeckson.","J|u|m|a|t|,| |1|0| |J|u|n|i| |2|0|2|2| |1|9|:|4|8","Cegah Penyakit Mulut dan Kuku, Pemkab dan Polres Ngajuk Lakukan Sterilisasi Pasar Hewan Kedondong"
"SURYA.CO.ID - Berikut ini dalil dan manfaat membaca surat Al Kahfi di Hari Jumat menurut sunah Rasulullah SAW.Menurut Sunah Rasul, membaca surat Al Kahfi di Hari Jumat memiliki manfaat luar biasa. Di antaranya ampunan dosa dan terhindar dari fitnah dajjal. Manfaat membaca Surat Al Kahfi tertuang dalam hadist dan Firman Allah SWT.Apa saja keutaman atau manfaat surat Al Kahfi? Simak rangkuman Surya Online dari berbagai sumber, lengkap dengan dalil.Pertama, terhindar dari fitnah DajjalDari Abu Darda, Rasulullah SAW bersabda:“Barangsiapa membaca sepuluh ayat pertama dari surat Al-Kahfi, maka ia akan terlindungi dari fitnah Dajjal.” (HR Ibnu Hibban).Kedua, diampuni dosa dalam dua Jumat“Barang siapa yang membaca surat Al Kahfi pada hari Jumat, akan dibentangkan baginya cahaya mulai dari bawah telapak kakinya sampai ke langit. Cahaya itu akan memancarkan sinar baginya pada hari kiamat. Dan ia akan mendapatkan ampunan dari Allah di antara dua Jumat.” (HR Abu Bakr bin Mardawaih dari Abdullah bin Umar RA).Ketiga, sebagai pengingat hari kiamat“Dan (ingatlah) pada hari (ketika) Kami perjalankan gunung-gunung dan engkau akan melihat bumi itu rata dan Kami kumpulkan mereka (seluruh manusia), dan tidak Kami tinggalkan seorang pun dari mereka.” (QS. Al Kahfi 47)Waktu Membaca Surat Al KahfiMenurut penjelasan Ustadz Abdul Somad, berdasarkan ijtihad ulama memang ada waktu khusus hari Jumat yang diperintahkan untuk memperbanyak doa.Tidak hanya malam Jumat, namun sepanjang waktu Jumat.""Seperti suatu cermin ada satu titik hitam, dan kita tidak pernah tahu keberadaan titik itu di atas, di bawah, disamping kanan, atau disamping kiri. Kkalau doa kita tembus titik itu, maka makbul. Dari mulai kapan (doa waktu Jumat)? Mulai adzan Maghrib sore (Kamis malam Jumat) sampai waktu maghrib hari Jumat tiba,"" jelas Ustadz Somad.""Ulama berijtihad 40 titik, makanya kalau ada khatib naik mimbar pas khatib sedang duduk, ada yang mengangkat tangan untuk doa.","J|u|m|a|t|,| |1|0| |J|u|n|i| |2|0|2|2| |1|8|:|3|2",Dalil dan Manfaat Membaca Surat Al Kahfi di Hari Jumat
"SURYA.CO.ID, TULUNGAGUNG - Perdagangan hewan ternak di Kabupaten Tulungagung berhenti sejak 16 Mei lalu, untuk mengantisipasi penyebaran penyakit mulut dan kuku (PMK).Namun, Bupati Tulungagung, Maryoto Birowo berjanj, pasar hewan akan dibuka 10 hari ke depan untuk antisipasi Idul Adha.Hal ini untuk menjembatani masyarakat yang mencari hewan korban.""Mungkin setelah dua pasaran dari sekarang, akan dibuka dengan pengetatan,"" terang Bupati Maryoto Birowo, Jumat (10/6/2022).Bupati menegaskan, pasar hewan hanya dibuka untuk pedagang lokal.Tidak boleh ada pedagang dari luar kota, apalagi hewan ternak dari luar kota yang masuk ke Tulungagung Bahkan hewan ternak dari luar kota dengan surat keterangan sehat, dipertimbangkan untuk tetap ditolak.""Kenapa kami ketat, karena kami tahu kualitas kesehatan hewan ternak kita. Jangan sampai situasi memburuk karena lalu lintas hewan ternak antar kota,"" ucap Bupati Maryoto.Bupati juga mengakui ada peran jalan-jalan tikus yang dipakai para pedagang nakal.Mereka membawa masuk hewan ternak dari luar daerah, tanpa lewat jalan utama.Karena itu kini penyekatan dilakukan, termasuk pemantauan di jalur-jalur tikus.""Satgas yang memantau itu, di dalamnya ada polisi dan TNI,"" tegas Bupati.Selama lima hari terakhir, sapi suspect PMK bertambah dari 48 ekor menjadi 104 ekor.Sapi-sapi ini menyebar di 22 peternak di  8  kecamatan di Kabupaten Tulungagung.","J|u|m|a|t|,| |1|0| |J|u|n|i| |2|0|2|2| |1|7|:|3|4","Kasus PMK Meluas, Bupati Tulungagung Janji Buka Pasar Hewan Sebelum Idul Adha"
"13. M. Hidayat (25 Tahun) - 9614. Alwi Slamat (25 Tahun) - 8815. Marselino Ferdinan (17 Tahun) - 716. Andre Oktaviansyah (19 Tahun) - 817. Rizky Dwiyan (20 Tahun) - 7118. Deny Agus (21 Tahun) - 7419. Brylian Aldama (20 Tahun) - 1820. Ruy Ariyanto (18 Tahun) - 1721. Fernando Pamungkas (19 Tahun) - 2722. Dicky Kurniawan (21 Tahun) - 6623. Alta Ballah (22 Tahun) - 3724. Bramdani (18 tahun) 1325. Wahyudi  (19 tahun) - 8126. Saiful (19 tahun) - 9327. Michael Rumere (28 tahun) 3028. Ahmad Nufiandani (27 tahun) 77Lini Depan:29. M Supriadi (19 Tahun) - 1130. Januar Eka (26 Tahun) - 9031. Widi Syarief (18 Tahun) - 3132. Akbar Firmansyah (19 Tahun) - 5733. Higor Vidal (25 tahun) - 1034. Sho Yamamoto (25 tahun) - 1435. Silvio Jr (28 tahun) - 94Berikut Jadwal Persebaya Surabaya di Piala Presiden 2022Senin, 13 Juni 202220.30 WIB - Bhayangkara FC vs Persebaya Surabaya- Gelora Bandung Lautan ApiJumat, 17 Juni 202220.30 WIB - Persebaya Surabaya vs Persib Bandung- Gelora Bandung Lautan ApiSenin, 20 Juni 202220.30 WIB - Bali United vs Persebaya Surabaya- Gelora Bandung Lautan Api","J|u|m|a|t|,| |1|0| |J|u|n|i| |2|0|2|2| |1|9|:|1|8","Berita Persebaya Populer Hari ini: Komentar Higor Vidal Soal Silvio Junior, Jadwal Bajul Ijo"
"Dislokasi SatuanYonif ini berdiri pada tanggal 7 September 1949 di Bintaran Kulon, Yogyakarta.Selanjutnya Tahun 1975, Yonif 305/Tengkorak baru saja pindah dislokasinya dari Tarogong, Kabupaten Garut ke Telukjambe, Kabupaten Karawang.SemboyanSatuan Batalyon Infanteri Para Raider 305 / Tengkorak.Dalam perjalanan sejarahnya memiliki semboyan yang selalu dikobarkan dalam setiap kegiatan dan penugasan, sehingga satuan ini dapat menorehkan prestasi-prestasi yang dapat membanggakan Prajurit dan Rakyat Indonesia.Adapun dalam membina satuan ini, mengambil salah satu filosofi negara kesatuan Republik Indonesia yakni “ Bangunlah Jiwanya, Bangunlah Raganya ”, maka Yonif Para Raider 305 memiliki dua semboyan yaitu semboyan jiwa dan semboyan aksi. 1. Semboyan JiwaSemboyan Jiwa Yonif Para Raider 305 / Tengkorak adalah “ DARIPADA MENYERAH LEBIH BAIK MATI BERCERMIN SEBAGAI TENGKORAK "" yang mengandung arti bahwa; Prajurit Yonif Para Raider 305 / Tengkorak selalu semangat dan pantang menyerah atau pantang menerima kegagalan dalam melaksanakan segala penugasan yang diemban dari Komando Atas.Diiringi dengan rasa ikhlas dan selalu dekat dengan Tuhan YME, bahwa sebagai insan Manusia yang bertaqwa, sewaktu-waktu akan Mati menghadap Sang IIlahi.Oleh karena itu, Prajurit Yonif Para Raider 305/Tengkorak agar selalu mengaplikasikan ilmu pengetahuhuan dan kemampuan yang dimiliki serta loyalitas terhadap Perintah. Dilandasi dengan kesiapsiagaan dan kewaspadaan yang tinggi dalam setiap Penugasan yang diberikan oleh Komando Atas.2. Semboyan AksiDalam menyikapi perkembangan situasi dan kondisi saat ini diperlukan semangat dan do’a untuk membagun raga Satuan ini, maka dikobarkan-lah sebuah Semboyan Aksi Yonif Para Raider 305/Tengkorak yaitu ""CEPAT - RAHASIA - BERHASIL"" pada tahun 2018; yang merupakan Cerminan dan Do’a bahwa Prajurit Para Raider Tengkorak, agar selalu:Cepat dalam berpikir dan bertindak secepat kilat dengan selalu terkoordinasikan dengan baik, oleh unsur atasan dan unsur bawahan serta unsur pendukung.Rahasia, merupakan manifestasi prajurit Para Raider Tengkorak dalam setiap pergerakan ( infiltrasi dan eksfiltrasi ) ke sasaran tanpa diketahui, dan prajurit Yonif Para Raider 305 / TKR pantang meninggalkan jejak dimanapun berada. Sehingga dalam bergerak di Medan Penugasan baik tempur maupun Non-tempur tidak dapat tertinjau oleh Lawan dan dalam aksinya selalu disegani oleh Kawan.Berhasil dalam setiap kegiatan dan penugasan yang diemban. Hal ini, merupakan prinsip dan do’a sebagai seorang Prajurit Para Raider Tengkorak.","J|u|m|a|t|,| |1|0| |J|u|n|i| |2|0|2|2| |1|6|:|5|5","Bawa Misi Khusus ke Wilayah KKB Papua, Ini Profil Yonif Para Raider 305/Tengkorak yang Akan ke Papua"
